,Year,CU,TCRC,SP2
Changzhou,2000,0.23333333333333334,555.4588259029698,533.8081174976221
Changzhou,2001,,585.971062800398,398.2247760378723
Changzhou,2002,,528.7539362675177,358.9698750922221
Changzhou,2003,,437.7020239493989,303.6604734259495
Changzhou,2004,,314.71018578087495,642.7808068011332
Changzhou,2005,,605.9993462162437,702.623222632848
Changzhou,2006,,654.0771892519688,1222.9212106889845
Changzhou,2007,,400.97019232272004,1066.9176514175442
Changzhou,2008,,289.6092544923923,870.8586548308886
Changzhou,2009,,484.40437246063215,733.937472228944
Changzhou,2010,,295.48463456469347,965.4771784642735
Changzhou,2011,,344.9625421973603,1184.76825799962
Changzhou,2012,,377.1973518924253,910.701977977671
Changzhou,2013,,416.49708654295705,620.9346932352228
Changzhou,2014,,538.6579380491202,637.6917506905429
Changzhou,2015,,625.7403040522361,626.0847314924467
Changzhou,2016,,562.2139195262345,526.1823495711269
Changzhou,2017,,523.0624830203443,756.6289598528965
Chengdu,1992,0.9,987.505982760015,
Chengdu,1993,0.9,959.1938700091315,643.4263428857876
Chengdu,1994,1.0,841.3371092476353,710.6444034910924
Chengdu,1995,1.0,659.2490789967804,1003.1611059604347
Chengdu,1996,0.82,839.2436749351455,694.3183006954018
Chengdu,1997,1.0,906.3963774982449,686.8798854471715
Chengdu,1998,0.9415,820.28826929231,498.08672926585473
Chengdu,1999,0.502,557.9950901626388,452.20109928406646
Chengdu,2000,0.478,555.4588259029698,533.8081174976221
Chengdu,2001,0.25,585.971062800398,398.2247760378723
Chengdu,2002,0.2,528.7539362675177,358.9698750922221
Chengdu,2003,,437.7020239493989,303.6604734259495
Chengdu,2004,,314.71018578087495,642.7808068011332
Chengdu,2005,,605.9993462162437,702.623222632848
Chengdu,2006,,654.0771892519688,1222.9212106889845
Chengdu,2007,,400.97019232272004,1066.9176514175442
Chengdu,2008,,289.6092544923923,870.8586548308886
Chengdu,2009,,484.40437246063215,733.937472228944
Chengdu,2010,,295.48463456469347,965.4771784642735
Chengdu,2011,,344.9625421973603,1184.76825799962
Chengdu,2012,,377.1973518924253,910.701977977671
Chengdu,2013,,416.49708654295705,620.9346932352228
Chengdu,2014,,538.6579380491202,637.6917506905429
Chengdu,2015,,625.7403040522361,626.0847314924467
Chengdu,2016,,562.2139195262345,526.1823495711269
Chengdu,2017,,523.0624830203443,756.6289598528965
Chifeng Jinfeng,1992,,987.505982760015,
Chifeng Jinfeng,1993,,959.1938700091315,643.4263428857876
Chifeng Jinfeng,1994,,841.3371092476353,710.6444034910924
Chifeng Jinfeng,1995,,659.2490789967804,1003.1611059604347
Chifeng Jinfeng,1996,,839.2436749351455,694.3183006954018
Chifeng Jinfeng,1997,,906.3963774982449,686.8798854471715
Chifeng Jinfeng,1998,,820.28826929231,498.08672926585473
Chifeng Jinfeng,1999,,557.9950901626388,452.20109928406646
Chifeng Jinfeng,2000,,555.4588259029698,533.8081174976221
Chifeng Jinfeng,2001,,585.971062800398,398.2247760378723
Chifeng Jinfeng,2002,,528.7539362675177,358.9698750922221
Chifeng Jinfeng,2003,,437.7020239493989,303.6604734259495
Chifeng Jinfeng,2004,,314.71018578087495,642.7808068011332
Chifeng Jinfeng,2005,,605.9993462162437,702.623222632848
Chifeng Jinfeng,2006,,654.0771892519688,1222.9212106889845
Chifeng Jinfeng,2007,0.7,400.97019232272004,1066.9176514175442
Chifeng Jinfeng,2008,0.7207899999999999,289.6092544923923,870.8586548308886
Chifeng Jinfeng,2009,0.59,484.40437246063215,733.937472228944
Chifeng Jinfeng,2010,0.701,295.48463456469347,965.4771784642735
Chifeng Jinfeng,2011,0.91,344.9625421973603,1184.76825799962
Chifeng Jinfeng,2012,0.8,377.1973518924253,910.701977977671
Chifeng Jinfeng,2013,0.98,416.49708654295705,620.9346932352228
Chifeng Jinfeng,2014,1.1,538.6579380491202,637.6917506905429
Chifeng Jinfeng,2015,1.2,625.7403040522361,626.0847314924467
Chifeng Jinfeng,2016,1.2,562.2139195262345,526.1823495711269
Chifeng Jinfeng,2017,1.2,523.0624830203443,756.6289598528965
Chifeng Jinjian,1992,,987.505982760015,
Chifeng Jinjian,1993,,959.1938700091315,643.4263428857876
Chifeng Jinjian,1994,,841.3371092476353,710.6444034910924
Chifeng Jinjian,1995,,659.2490789967804,1003.1611059604347
Chifeng Jinjian,1996,,839.2436749351455,694.3183006954018
Chifeng Jinjian,1997,,906.3963774982449,686.8798854471715
Chifeng Jinjian,1998,,820.28826929231,498.08672926585473
Chifeng Jinjian,1999,,557.9950901626388,452.20109928406646
Chifeng Jinjian,2000,,555.4588259029698,533.8081174976221
Chifeng Jinjian,2001,,585.971062800398,398.2247760378723
Chifeng Jinjian,2002,,528.7539362675177,358.9698750922221
Chifeng Jinjian,2003,0.9666666666666667,437.7020239493989,303.6604734259495
Chifeng Jinjian,2004,0.6529333333333334,314.71018578087495,642.7808068011332
Chifeng Jinjian,2005,0.9895333333333334,605.9993462162437,702.623222632848
Chifeng Jinjian,2006,0.7231000000000001,654.0771892519688,1222.9212106889845
Chifeng Jinjian,2007,0.7666666666666667,400.97019232272004,1066.9176514175442
Chifeng Jinjian,2008,0.2631578947368421,289.6092544923923,870.8586548308886
Chifeng Jinjian,2009,0.38333333333333336,484.40437246063215,733.937472228944
Chifeng Jinjian,2010,0.5083333333333333,295.48463456469347,965.4771784642735
Chifeng Jinjian,2011,0.5,344.9625421973603,1184.76825799962
Chifeng Jinjian,2012,0.7666666666666667,377.1973518924253,910.701977977671
Chifeng Jinjian,2013,0.9833333333333333,416.49708654295705,620.9346932352228
Chifeng Jinjian,2014,1.0833333333333333,538.6579380491202,637.6917506905429
Chifeng Jinjian,2015,1.0,625.7403040522361,626.0847314924467
Chifeng Jinjian,2016,1.0,562.2139195262345,526.1823495711269
Chifeng Jinjian,2017,1.0,523.0624830203443,756.6289598528965
China Misc. SxEw,1992,,987.505982760015,
China Misc. SxEw,1993,,959.1938700091315,643.4263428857876
China Misc. SxEw,1994,,841.3371092476353,710.6444034910924
China Misc. SxEw,1995,1.0,659.2490789967804,1003.1611059604347
China Misc. SxEw,1996,1.0,839.2436749351455,694.3183006954018
China Misc. SxEw,1997,1.0,906.3963774982449,686.8798854471715
China Misc. SxEw,1998,1.0,820.28826929231,498.08672926585473
China Misc. SxEw,1999,1.0,557.9950901626388,452.20109928406646
China Misc. SxEw,2000,1.0,555.4588259029698,533.8081174976221
China Misc. SxEw,2001,1.0,585.971062800398,398.2247760378723
China Misc. SxEw,2002,1.0,528.7539362675177,358.9698750922221
China Misc. SxEw,2003,1.0,437.7020239493989,303.6604734259495
China Misc. SxEw,2004,1.0,314.71018578087495,642.7808068011332
China Misc. SxEw,2005,1.0,605.9993462162437,702.623222632848
China Misc. SxEw,2006,1.0,654.0771892519688,1222.9212106889845
China Misc. SxEw,2007,1.0,400.97019232272004,1066.9176514175442
China Misc. SxEw,2008,1.0,289.6092544923923,870.8586548308886
China Misc. SxEw,2009,1.0,484.40437246063215,733.937472228944
China Misc. SxEw,2010,1.0,295.48463456469347,965.4771784642735
China Misc. SxEw,2011,1.0,344.9625421973603,1184.76825799962
China Misc. SxEw,2012,1.0,377.1973518924253,910.701977977671
China Misc. SxEw,2013,1.0,416.49708654295705,620.9346932352228
China Misc. SxEw,2014,1.0,538.6579380491202,637.6917506905429
China Misc. SxEw,2015,1.0,625.7403040522361,626.0847314924467
China Misc. SxEw,2016,1.0,562.2139195262345,526.1823495711269
China Misc. SxEw,2017,1.0,523.0624830203443,756.6289598528965
China Others,1992,0.9111111111111111,987.505982760015,
China Others,1993,0.9875,959.1938700091315,643.4263428857876
China Others,1994,0.805,841.3371092476353,710.6444034910924
China Others,1995,0.996896551724138,659.2490789967804,1003.1611059604347
China Others,1996,1.0192156862745096,839.2436749351455,694.3183006954018
China Others,1997,1.015897435897436,906.3963774982449,686.8798854471715
China Others,1998,0.8555555555555555,820.28826929231,498.08672926585473
China Others,1999,0.9496296296296295,557.9950901626388,452.20109928406646
China Others,2000,1.0799999999999998,555.4588259029698,533.8081174976221
China Others,2001,1.002857142857143,585.971062800398,398.2247760378723
China Others,2002,1.1,528.7539362675177,358.9698750922221
China Others,2003,0.965,437.7020239493989,303.6604734259495
China Others,2004,0.9942307692307693,314.71018578087495,642.7808068011332
China Others,2005,0.693076923076923,605.9993462162437,702.623222632848
China Others,2006,0.7309615384615386,654.0771892519688,1222.9212106889845
China Others,2007,0.8556153846153847,400.97019232272004,1066.9176514175442
China Others,2008,0.9064406779661016,289.6092544923923,870.8586548308886
China Others,2009,0.9252941176470589,484.40437246063215,733.937472228944
China Others,2010,0.9975510204081632,295.48463456469347,965.4771784642735
China Others,2011,0.9926881720430109,344.9625421973603,1184.76825799962
China Others,2012,1.02,377.1973518924253,910.701977977671
China Others,2013,0.9679411764705883,416.49708654295705,620.9346932352228
China Others,2014,0.8336111111111112,538.6579380491202,637.6917506905429
China Others,2015,0.583111111111111,625.7403040522361,626.0847314924467
China Others,2016,0.8369565217391305,562.2139195262345,526.1823495711269
China Others,2017,0.946236559139785,523.0624830203443,756.6289598528965
Chizhou,1992,,987.505982760015,
Chizhou,1993,,959.1938700091315,643.4263428857876
Chizhou,1994,,841.3371092476353,710.6444034910924
Chizhou,1995,,659.2490789967804,1003.1611059604347
Chizhou,1996,,839.2436749351455,694.3183006954018
Chizhou,1997,1.0186875,906.3963774982449,686.8798854471715
Chizhou,1998,0.933125,820.28826929231,498.08672926585473
Chizhou,1999,0.63125,557.9950901626388,452.20109928406646
Chizhou,2000,0.7203125,555.4588259029698,533.8081174976221
Chizhou,2001,0.7243125,585.971062800398,398.2247760378723
Chizhou,2002,0.6875,528.7539362675177,358.9698750922221
Chizhou,2003,0.22999999999999998,437.7020239493989,303.6604734259495
Chizhou,2004,,314.71018578087495,642.7808068011332
Chizhou,2005,,605.9993462162437,702.623222632848
Chizhou,2006,,654.0771892519688,1222.9212106889845
Chizhou,2007,,400.97019232272004,1066.9176514175442
Chizhou,2008,,289.6092544923923,870.8586548308886
Chizhou,2009,,484.40437246063215,733.937472228944
Chizhou,2010,,295.48463456469347,965.4771784642735
Chizhou,2011,,344.9625421973603,1184.76825799962
Chizhou,2012,,377.1973518924253,910.701977977671
Chizhou,2013,,416.49708654295705,620.9346932352228
Chizhou,2014,,538.6579380491202,637.6917506905429
Chizhou,2015,,625.7403040522361,626.0847314924467
Chizhou,2016,,562.2139195262345,526.1823495711269
Chizhou,2017,,523.0624830203443,756.6289598528965
Chizhou Guanhua,1992,,987.505982760015,
Chizhou Guanhua,1993,,959.1938700091315,643.4263428857876
Chizhou Guanhua,1994,,841.3371092476353,710.6444034910924
Chizhou Guanhua,1995,,659.2490789967804,1003.1611059604347
Chizhou Guanhua,1996,,839.2436749351455,694.3183006954018
Chizhou Guanhua,1997,,906.3963774982449,686.8798854471715
Chizhou Guanhua,1998,,820.28826929231,498.08672926585473
Chizhou Guanhua,1999,,557.9950901626388,452.20109928406646
Chizhou Guanhua,2000,,555.4588259029698,533.8081174976221
Chizhou Guanhua,2001,,585.971062800398,398.2247760378723
Chizhou Guanhua,2002,,528.7539362675177,358.9698750922221
Chizhou Guanhua,2003,,437.7020239493989,303.6604734259495
Chizhou Guanhua,2004,,314.71018578087495,642.7808068011332
Chizhou Guanhua,2005,,605.9993462162437,702.623222632848
Chizhou Guanhua,2006,,654.0771892519688,1222.9212106889845
Chizhou Guanhua,2007,,400.97019232272004,1066.9176514175442
Chizhou Guanhua,2008,,289.6092544923923,870.8586548308886
Chizhou Guanhua,2009,,484.40437246063215,733.937472228944
Chizhou Guanhua,2010,,295.48463456469347,965.4771784642735
Chizhou Guanhua,2011,,344.9625421973603,1184.76825799962
Chizhou Guanhua,2012,,377.1973518924253,910.701977977671
Chizhou Guanhua,2013,,416.49708654295705,620.9346932352228
Chizhou Guanhua,2014,,538.6579380491202,637.6917506905429
Chizhou Guanhua,2015,,625.7403040522361,626.0847314924467
Chizhou Guanhua,2016,0.9375,562.2139195262345,526.1823495711269
Chizhou Guanhua,2017,1.0,523.0624830203443,756.6289598528965
Chongqing,1992,1.0,987.505982760015,
Chongqing,1993,1.0,959.1938700091315,643.4263428857876
Chongqing,1994,1.0,841.3371092476353,710.6444034910924
Chongqing,1995,1.0,659.2490789967804,1003.1611059604347
Chongqing,1996,1.0,839.2436749351455,694.3183006954018
Chongqing,1997,1.0,906.3963774982449,686.8798854471715
Chongqing,1998,0.8013333333333333,820.28826929231,498.08672926585473
Chongqing,1999,0.3183333333333333,557.9950901626388,452.20109928406646
Chongqing,2000,0.7158333333333333,555.4588259029698,533.8081174976221
Chongqing,2001,0.35000000000000003,585.971062800398,398.2247760378723
Chongqing,2002,,528.7539362675177,358.9698750922221
Chongqing,2003,,437.7020239493989,303.6604734259495
Chongqing,2004,,314.71018578087495,642.7808068011332
Chongqing,2005,,605.9993462162437,702.623222632848
Chongqing,2006,,654.0771892519688,1222.9212106889845
Chongqing,2007,,400.97019232272004,1066.9176514175442
Chongqing,2008,1.0,289.6092544923923,870.8586548308886
Chongqing,2009,1.1099999999999999,484.40437246063215,733.937472228944
Chongqing,2010,0.1711111111111111,295.48463456469347,965.4771784642735
Chongqing,2011,0.23111111111111113,344.9625421973603,1184.76825799962
Chongqing,2012,0.194,377.1973518924253,910.701977977671
Chongqing,2015,0.1111111111111111,625.7403040522361,626.0847314924467
Chongqing,2016,0.2222222222222222,562.2139195262345,526.1823495711269
Chongqing,2017,0.2222222222222222,523.0624830203443,756.6289598528965
Daye,1992,0.9545454545454546,987.505982760015,
Daye,1993,1.1409090909090909,959.1938700091315,643.4263428857876
Daye,1994,0.8603428571428571,841.3371092476353,710.6444034910924
Daye,1995,0.9525999999999999,659.2490789967804,1003.1611059604347
Daye,1996,0.9122,839.2436749351455,694.3183006954018
Daye,1997,1.006,906.3963774982449,686.8798854471715
Daye,1998,1.015,820.28826929231,498.08672926585473
Daye,1999,1.0000333333333333,557.9950901626388,452.20109928406646
Daye,2000,0.9579230769230769,555.4588259029698,533.8081174976221
Daye,2001,0.9061217391304347,585.971062800398,398.2247760378723
Daye,2002,0.9062296296296296,528.7539362675177,358.9698750922221
Daye,2003,0.7923666666666667,437.7020239493989,303.6604734259495
Daye,2004,0.98902,314.71018578087495,642.7808068011332
Daye,2005,1.0753212121212121,605.9993462162437,702.623222632848
Daye,2006,1.0490153846153847,654.0771892519688,1222.9212106889845
Daye,2007,1.0429166666666667,400.97019232272004,1066.9176514175442
Daye,2008,0.9781407407407408,289.6092544923923,870.8586548308886
Daye,2009,0.9481481481481482,484.40437246063215,733.937472228944
Daye,2010,0.18461538461538463,295.48463456469347,965.4771784642735
Daye,2011,0.7734285714285714,344.9625421973603,1184.76825799962
Daye,2012,0.7862857142857143,377.1973518924253,910.701977977671
Daye,2013,0.9555555555555556,416.49708654295705,620.9346932352228
Daye,2014,0.7683333333333333,538.6579380491202,637.6917506905429
Daye,2015,0.7843333333333333,625.7403040522361,626.0847314924467
Daye,2016,0.7583333333333333,562.2139195262345,526.1823495711269
