,Year,CU,TCRC,SP2
Dos Amigos,2003,1.0,437.7020239493989,303.6604734259495
Dos Amigos,2004,1.0,314.71018578087495,642.7808068011332
Dos Amigos,2005,1.0,605.9993462162437,702.623222632848
Dos Amigos,2006,1.0,654.0771892519688,1222.9212106889845
Dos Amigos,2007,1.0,400.97019232272004,1066.9176514175442
Dos Amigos,2008,1.0,289.6092544923923,870.8586548308886
Dos Amigos,2009,1.0,484.40437246063215,733.937472228944
Dos Amigos,2010,1.0,295.48463456469347,965.4771784642735
Dos Amigos,2011,1.0,344.9625421973603,1184.76825799962
Dos Amigos,2012,1.0,377.1973518924253,910.701977977671
Dos Amigos,2013,1.0,416.49708654295705,620.9346932352228
Dos Amigos,2014,1.0,538.6579380491202,637.6917506905429
Dos Amigos,2015,1.0,625.7403040522361,626.0847314924467
Dos Amigos,2016,1.0,562.2139195262345,526.1823495711269
Dos Amigos,2017,1.0,523.0624830203443,756.6289598528965
El Abra,1996,1.0,839.2436749351455,694.3183006954018
El Abra,1997,1.0,906.3963774982449,686.8798854471715
El Abra,1998,1.0,820.28826929231,498.08672926585473
El Abra,1999,1.0,557.9950901626388,452.20109928406646
El Abra,2000,1.0,555.4588259029698,533.8081174976221
El Abra,2001,1.0,585.971062800398,398.2247760378723
El Abra,2002,1.0,528.7539362675177,358.9698750922221
El Abra,2003,1.0,437.7020239493989,303.6604734259495
El Abra,2004,1.0,314.71018578087495,642.7808068011332
El Abra,2005,1.0,605.9993462162437,702.623222632848
El Abra,2006,1.0,654.0771892519688,1222.9212106889845
El Abra,2007,1.0,400.97019232272004,1066.9176514175442
El Abra,2008,1.0,289.6092544923923,870.8586548308886
El Abra,2009,1.0,484.40437246063215,733.937472228944
El Abra,2010,1.0,295.48463456469347,965.4771784642735
El Abra,2011,1.0,344.9625421973603,1184.76825799962
El Abra,2012,1.0,377.1973518924253,910.701977977671
El Abra,2013,1.0,416.49708654295705,620.9346932352228
El Abra,2014,1.0,538.6579380491202,637.6917506905429
El Abra,2015,1.0,625.7403040522361,626.0847314924467
El Abra,2016,1.0,562.2139195262345,526.1823495711269
El Abra,2017,1.0,523.0624830203443,756.6289598528965
El Soldado,1993,1.0,959.1938700091315,643.4263428857876
El Soldado,1994,1.0,841.3371092476353,710.6444034910924
El Soldado,1995,1.0,659.2490789967804,1003.1611059604347
El Soldado,1996,1.0,839.2436749351455,694.3183006954018
El Soldado,1997,1.0,906.3963774982449,686.8798854471715
El Soldado,1998,1.0,820.28826929231,498.08672926585473
El Soldado,1999,1.0,557.9950901626388,452.20109928406646
El Soldado,2000,1.0,555.4588259029698,533.8081174976221
El Soldado,2001,1.0,585.971062800398,398.2247760378723
El Soldado,2002,1.0,528.7539362675177,358.9698750922221
El Soldado,2003,1.0,437.7020239493989,303.6604734259495
El Soldado,2004,1.0,314.71018578087495,642.7808068011332
El Soldado,2005,1.0,605.9993462162437,702.623222632848
El Soldado,2006,1.0,654.0771892519688,1222.9212106889845
El Soldado,2007,1.0,400.97019232272004,1066.9176514175442
El Soldado,2008,1.0,289.6092544923923,870.8586548308886
El Soldado,2009,1.0,484.40437246063215,733.937472228944
El Soldado,2010,1.0,295.48463456469347,965.4771784642735
El Soldado,2011,1.0,344.9625421973603,1184.76825799962
El Soldado,2012,1.0,377.1973518924253,910.701977977671
El Soldado,2013,1.0,416.49708654295705,620.9346932352228
El Soldado,2014,1.0,538.6579380491202,637.6917506905429
El Soldado,2015,1.0,625.7403040522361,626.0847314924467
El Teniente,1992,1.0,987.505982760015,
El Teniente,1993,1.0,959.1938700091315,643.4263428857876
El Teniente,1994,1.0,841.3371092476353,710.6444034910924
El Teniente,1995,1.0,659.2490789967804,1003.1611059604347
El Teniente,1996,1.0,839.2436749351455,694.3183006954018
El Teniente,1997,1.0,906.3963774982449,686.8798854471715
El Teniente,1998,1.0,820.28826929231,498.08672926585473
El Teniente,1999,1.0,557.9950901626388,452.20109928406646
El Teniente,2000,1.0,555.4588259029698,533.8081174976221
El Teniente,2001,1.0,585.971062800398,398.2247760378723
El Teniente,2002,1.0,528.7539362675177,358.9698750922221
El Teniente,2003,1.0,437.7020239493989,303.6604734259495
El Teniente,2004,1.0,314.71018578087495,642.7808068011332
El Teniente,2005,1.0,605.9993462162437,702.623222632848
El Teniente,2006,1.0,654.0771892519688,1222.9212106889845
El Teniente,2007,1.0,400.97019232272004,1066.9176514175442
El Teniente,2008,1.0,289.6092544923923,870.8586548308886
El Teniente,2009,1.0,484.40437246063215,733.937472228944
El Teniente,2010,1.0,295.48463456469347,965.4771784642735
El Teniente,2011,1.0,344.9625421973603,1184.76825799962
El Teniente,2012,1.0,377.1973518924253,910.701977977671
El Teniente,2013,1.0,416.49708654295705,620.9346932352228
El Teniente,2014,1.0,538.6579380491202,637.6917506905429
El Teniente,2015,1.0,625.7403040522361,626.0847314924467
El Teniente,2016,1.0,562.2139195262345,526.1823495711269
El Teniente,2017,1.0,523.0624830203443,756.6289598528965
Escondida,1998,1.0,820.28826929231,498.08672926585473
Escondida,1999,1.0,557.9950901626388,452.20109928406646
Escondida,2000,1.0,555.4588259029698,533.8081174976221
Escondida,2001,1.0,585.971062800398,398.2247760378723
Escondida,2002,1.0,528.7539362675177,358.9698750922221
Escondida,2003,1.0,437.7020239493989,303.6604734259495
Escondida,2004,1.0,314.71018578087495,642.7808068011332
Escondida,2005,1.0,605.9993462162437,702.623222632848
Escondida,2006,1.0,654.0771892519688,1222.9212106889845
Escondida,2007,1.0,400.97019232272004,1066.9176514175442
Escondida,2008,1.0,289.6092544923923,870.8586548308886
Escondida,2009,1.0,484.40437246063215,733.937472228944
Escondida,2010,1.0,295.48463456469347,965.4771784642735
Escondida,2011,1.0,344.9625421973603,1184.76825799962
Escondida,2012,1.0,377.1973518924253,910.701977977671
Escondida,2013,1.0,416.49708654295705,620.9346932352228
Escondida,2014,1.0,538.6579380491202,637.6917506905429
Escondida,2015,1.0,625.7403040522361,626.0847314924467
Escondida,2016,1.0,562.2139195262345,526.1823495711269
Escondida,2017,1.0,523.0624830203443,756.6289598528965
Escondida NH4 (SxEw),1994,0.12,841.3371092476353,710.6444034910924
Escondida NH4 (SxEw),1995,0.35125,659.2490789967804,1003.1611059604347
Escondida NH4 (SxEw),1996,0.61375,839.2436749351455,694.3183006954018
Escondida NH4 (SxEw),1997,0.8012499999999999,906.3963774982449,686.8798854471715
Escondida NH4 (SxEw),1998,0.7866666666666667,820.28826929231,498.08672926585473
Franke SxEw,2009,1.0,484.40437246063215,733.937472228944
Franke SxEw,2010,1.0,295.48463456469347,965.4771784642735
Franke SxEw,2011,1.0,344.9625421973603,1184.76825799962
Franke SxEw,2012,1.0,377.1973518924253,910.701977977671
Franke SxEw,2013,1.0,416.49708654295705,620.9346932352228
Franke SxEw,2014,1.0,538.6579380491202,637.6917506905429
Franke SxEw,2015,1.0,625.7403040522361,626.0847314924467
Franke SxEw,2016,1.0,562.2139195262345,526.1823495711269
Franke SxEw,2017,1.0,523.0624830203443,756.6289598528965
Gaby,2008,1.0,289.6092544923923,870.8586548308886
Gaby,2009,1.0,484.40437246063215,733.937472228944
Gaby,2010,1.0,295.48463456469347,965.4771784642735
Gaby,2011,1.0,344.9625421973603,1184.76825799962
Gaby,2012,1.0,377.1973518924253,910.701977977671
Gaby,2013,1.0,416.49708654295705,620.9346932352228
Gaby,2014,1.0,538.6579380491202,637.6917506905429
Gaby,2015,1.0,625.7403040522361,626.0847314924467
Gaby,2016,1.0,562.2139195262345,526.1823495711269
Gaby,2017,1.0,523.0624830203443,756.6289598528965
Ivan/Zar,1994,1.0,841.3371092476353,710.6444034910924
Ivan/Zar,1995,1.0,659.2490789967804,1003.1611059604347
Ivan/Zar,1996,1.0,839.2436749351455,694.3183006954018
Ivan/Zar,1997,1.0,906.3963774982449,686.8798854471715
Ivan/Zar,1998,1.0,820.28826929231,498.08672926585473
Ivan/Zar,1999,1.0,557.9950901626388,452.20109928406646
Ivan/Zar,2000,1.0,555.4588259029698,533.8081174976221
Ivan/Zar,2001,1.0,585.971062800398,398.2247760378723
Ivan/Zar,2002,1.0,528.7539362675177,358.9698750922221
Ivan/Zar,2003,1.0,437.7020239493989,303.6604734259495
Ivan/Zar,2004,1.0,314.71018578087495,642.7808068011332
Ivan/Zar,2005,1.0,605.9993462162437,702.623222632848
Ivan/Zar,2006,1.0,654.0771892519688,1222.9212106889845
Ivan/Zar,2007,1.0,400.97019232272004,1066.9176514175442
Ivan/Zar,2008,1.0,289.6092544923923,870.8586548308886
Ivan/Zar,2009,1.0,484.40437246063215,733.937472228944
Ivan/Zar,2010,1.0,295.48463456469347,965.4771784642735
Ivan/Zar,2011,1.0,344.9625421973603,1184.76825799962
Ivan/Zar,2012,1.0,377.1973518924253,910.701977977671
Ivan/Zar,2013,1.0,416.49708654295705,620.9346932352228
La Cascada,2004,1.0,314.71018578087495,642.7808068011332
La Cascada,2005,1.0,605.9993462162437,702.623222632848
La Cascada,2006,1.0,654.0771892519688,1222.9212106889845
La Cascada,2007,1.0,400.97019232272004,1066.9176514175442
La Cascada,2008,1.0,289.6092544923923,870.8586548308886
La Cascada,2009,1.0,484.40437246063215,733.937472228944
La Cascada,2010,1.0,295.48463456469347,965.4771784642735
La Cascada,2011,1.0,344.9625421973603,1184.76825799962
La Cascada,2012,1.0,377.1973518924253,910.701977977671
La Cascada,2013,1.0,416.49708654295705,620.9346932352228
La Cascada,2014,1.0,538.6579380491202,637.6917506905429
La Cascada,2015,1.0,625.7403040522361,626.0847314924467
La Cascada,2016,1.0,562.2139195262345,526.1823495711269
La Cascada,2017,1.0,523.0624830203443,756.6289598528965
Las Luces,2010,1.0,295.48463456469347,965.4771784642735
Las Luces,2011,1.0,344.9625421973603,1184.76825799962
Las Luces,2012,1.0,377.1973518924253,910.701977977671
Las Luces,2013,1.0,416.49708654295705,620.9346932352228
Las Luces,2014,1.0,538.6579380491202,637.6917506905429
Las Luces,2015,1.0,625.7403040522361,626.0847314924467
Las Luces,2016,1.0,562.2139195262345,526.1823495711269
Las Luces,2017,1.0,523.0624830203443,756.6289598528965
Las Ventanas,1992,0.9536363636363637,987.505982760015,
Las Ventanas,1993,0.9759090909090908,959.1938700091315,643.4263428857876
Las Ventanas,1994,0.9754545454545455,841.3371092476353,710.6444034910924
Las Ventanas,1995,0.9443818181818182,659.2490789967804,1003.1611059604347
Las Ventanas,1996,0.9775409090909091,839.2436749351455,694.3183006954018
Las Ventanas,1997,0.8672185628742515,906.3963774982449,686.8798854471715
Las Ventanas,1998,0.8880329341317366,820.28826929231,498.08672926585473
Las Ventanas,1999,0.9267065868263472,557.9950901626388,452.20109928406646
Las Ventanas,2000,0.9554041916167665,555.4588259029698,533.8081174976221
Las Ventanas,2001,0.9669221556886227,585.971062800398,398.2247760378723
Las Ventanas,2002,0.9655688622754491,528.7539362675177,358.9698750922221
Las Ventanas,2003,0.9894071856287425,437.7020239493989,303.6604734259495
Las Ventanas,2004,1.003320359281437,314.71018578087495,642.7808068011332
Las Ventanas,2005,1.0074083333333332,605.9993462162437,702.623222632848
Las Ventanas,2006,1.00268,654.0771892519688,1222.9212106889845
Las Ventanas,2007,0.9752973684210526,400.97019232272004,1066.9176514175442
Las Ventanas,2008,0.9694605263157894,289.6092544923923,870.8586548308886
Las Ventanas,2009,1.012478947368421,484.40437246063215,733.937472228944
Las Ventanas,2010,1.0287447368421052,295.48463456469347,965.4771784642735
Las Ventanas,2011,1.0360394736842105,344.9625421973603,1184.76825799962
Las Ventanas,2012,0.99529,377.1973518924253,910.701977977671
Las Ventanas,2013,0.9830707317073172,416.49708654295705,620.9346932352228
Las Ventanas,2014,0.9444186046511629,538.6579380491202,637.6917506905429
Las Ventanas,2015,0.9465116279069767,625.7403040522361,626.0847314924467
Las Ventanas,2016,0.9418604651162791,562.2139195262345,526.1823495711269
Las Ventanas,2017,0.9418604651162791,523.0624830203443,756.6289598528965
Lo Aguirre,1992,1.0,987.505982760015,
Lo Aguirre,1993,1.0,959.1938700091315,643.4263428857876
Lo Aguirre,1994,1.0,841.3371092476353,710.6444034910924
Lo Aguirre,1995,1.0,659.2490789967804,1003.1611059604347
Lo Aguirre,1996,1.0,839.2436749351455,694.3183006954018
Lo Aguirre,1997,1.0,906.3963774982449,686.8798854471715
Lo Aguirre,1998,1.0,820.28826929231,498.08672926585473
Lo Aguirre,1999,1.0,557.9950901626388,452.20109928406646
Lo Aguirre,2000,1.0,555.4588259029698,533.8081174976221
Lomas Bayas,1998,1.0,820.28826929231,498.08672926585473
Lomas Bayas,1999,1.0,557.9950901626388,452.20109928406646
Lomas Bayas,2000,1.0,555.4588259029698,533.8081174976221
Lomas Bayas,2001,1.0,585.971062800398,398.2247760378723
Lomas Bayas,2002,1.0,528.7539362675177,358.9698750922221
Lomas Bayas,2003,1.0,437.7020239493989,303.6604734259495
Lomas Bayas,2004,1.0,314.71018578087495,642.7808068011332
Lomas Bayas,2005,1.0,605.9993462162437,702.623222632848
Lomas Bayas,2006,1.0,654.0771892519688,1222.9212106889845
Lomas Bayas,2007,1.0,400.97019232272004,1066.9176514175442
Lomas Bayas,2008,1.0,289.6092544923923,870.8586548308886
Lomas Bayas,2009,1.0,484.40437246063215,733.937472228944
Lomas Bayas,2010,1.0,295.48463456469347,965.4771784642735
Lomas Bayas,2011,1.0,344.9625421973603,1184.76825799962
Lomas Bayas,2012,1.0,377.1973518924253,910.701977977671
Lomas Bayas,2013,1.0,416.49708654295705,620.9346932352228
Lomas Bayas,2014,1.0,538.6579380491202,637.6917506905429
Lomas Bayas,2015,1.0,625.7403040522361,626.0847314924467
Lomas Bayas,2016,1.0,562.2139195262345,526.1823495711269
Lomas Bayas,2017,1.0,523.0624830203443,756.6289598528965
Los Bronces,1998,1.0,820.28826929231,498.08672926585473
Los Bronces,1999,1.0,557.9950901626388,452.20109928406646
Los Bronces,2000,1.0,555.4588259029698,533.8081174976221
Los Bronces,2001,1.0,585.971062800398,398.2247760378723
Los Bronces,2002,1.0,528.7539362675177,358.9698750922221
Los Bronces,2003,1.0,437.7020239493989,303.6604734259495
Los Bronces,2004,1.0,314.71018578087495,642.7808068011332
Los Bronces,2005,1.0,605.9993462162437,702.623222632848
Los Bronces,2006,1.0,654.0771892519688,1222.9212106889845
Los Bronces,2007,1.0,400.97019232272004,1066.9176514175442
Los Bronces,2008,1.0,289.6092544923923,870.8586548308886
Los Bronces,2009,1.0,484.40437246063215,733.937472228944
Los Bronces,2010,1.0,295.48463456469347,965.4771784642735
Los Bronces,2011,1.0,344.9625421973603,1184.76825799962
Los Bronces,2012,1.0,377.1973518924253,910.701977977671
Los Bronces,2013,1.0,416.49708654295705,620.9346932352228
Los Bronces,2014,1.0,538.6579380491202,637.6917506905429
Los Bronces,2015,1.0,625.7403040522361,626.0847314924467
Los Bronces,2016,1.0,562.2139195262345,526.1823495711269
Los Bronces,2017,1.0,523.0624830203443,756.6289598528965
Manto Verde,1995,1.0,659.2490789967804,1003.1611059604347
Manto Verde,1996,1.0,839.2436749351455,694.3183006954018
Manto Verde,1997,1.0,906.3963774982449,686.8798854471715
Manto Verde,1998,1.0,820.28826929231,498.08672926585473
Manto Verde,1999,1.0,557.9950901626388,452.20109928406646
Manto Verde,2000,1.0,555.4588259029698,533.8081174976221
Manto Verde,2001,1.0,585.971062800398,398.2247760378723
Manto Verde,2002,1.0,528.7539362675177,358.9698750922221
Manto Verde,2003,1.0,437.7020239493989,303.6604734259495
Manto Verde,2004,1.0,314.71018578087495,642.7808068011332
Manto Verde,2005,1.0,605.9993462162437,702.623222632848
Manto Verde,2006,1.0,654.0771892519688,1222.9212106889845
Manto Verde,2007,1.0,400.97019232272004,1066.9176514175442
Manto Verde,2008,1.0,289.6092544923923,870.8586548308886
Manto Verde,2009,1.0,484.40437246063215,733.937472228944
Manto Verde,2010,1.0,295.48463456469347,965.4771784642735
Manto Verde,2011,1.0,344.9625421973603,1184.76825799962
Manto Verde,2012,1.0,377.1973518924253,910.701977977671
Manto Verde,2013,1.0,416.49708654295705,620.9346932352228
Manto Verde,2014,1.0,538.6579380491202,637.6917506905429
Manto Verde,2015,1.0,625.7403040522361,626.0847314924467
Manto Verde,2016,1.0,562.2139195262345,526.1823495711269
Manto Verde,2017,1.0,523.0624830203443,756.6289598528965
Mantos Blancos,1995,1.0,659.2490789967804,1003.1611059604347
Mantos Blancos,1996,1.0,839.2436749351455,694.3183006954018
Mantos Blancos,1997,1.0,906.3963774982449,686.8798854471715
Mantos Blancos,1998,1.0,820.28826929231,498.08672926585473
Mantos Blancos,1999,1.0,557.9950901626388,452.20109928406646
Mantos Blancos,2000,1.0,555.4588259029698,533.8081174976221
Mantos Blancos,2001,1.0,585.971062800398,398.2247760378723
Mantos Blancos,2002,1.0,528.7539362675177,358.9698750922221
Mantos Blancos,2003,1.0,437.7020239493989,303.6604734259495
Mantos Blancos,2004,1.0,314.71018578087495,642.7808068011332
Mantos Blancos,2005,1.0,605.9993462162437,702.623222632848
Mantos Blancos,2006,1.0,654.0771892519688,1222.9212106889845
Mantos Blancos,2007,1.0,400.97019232272004,1066.9176514175442
Mantos Blancos,2008,1.0,289.6092544923923,870.8586548308886
Mantos Blancos,2009,1.0,484.40437246063215,733.937472228944
Mantos Blancos,2010,1.0,295.48463456469347,965.4771784642735
Mantos Blancos,2011,1.0,344.9625421973603,1184.76825799962
Mantos Blancos,2012,1.0,377.1973518924253,910.701977977671
Mantos Blancos,2013,1.0,416.49708654295705,620.9346932352228
Mantos Blancos,2014,1.0,538.6579380491202,637.6917506905429
Mantos Blancos,2015,1.0,625.7403040522361,626.0847314924467
Mantos Blancos,2016,1.0,562.2139195262345,526.1823495711269
Mantos Blancos,2017,1.0,523.0624830203443,756.6289598528965
Mantos Blancos Leach,1992,0.8366666666666667,987.505982760015,
Mantos Blancos Leach,1993,0.8666666666666667,959.1938700091315,643.4263428857876
Mantos Blancos Leach,1994,0.7881333333333332,841.3371092476353,710.6444034910924
Mantos Blancos Leach,1995,0.7631,659.2490789967804,1003.1611059604347
Mantos de la Luna,2006,1.0,654.0771892519688,1222.9212106889845
Mantos de la Luna,2007,1.0,400.97019232272004,1066.9176514175442
Mantos de la Luna,2008,1.0,289.6092544923923,870.8586548308886
Mantos de la Luna,2009,1.0,484.40437246063215,733.937472228944
Mantos de la Luna,2010,1.0,295.48463456469347,965.4771784642735
Mantos de la Luna,2011,1.0,344.9625421973603,1184.76825799962
Mantos de la Luna,2012,1.0,377.1973518924253,910.701977977671
Mantos de la Luna,2013,1.0,416.49708654295705,620.9346932352228
Mantos de la Luna,2014,1.0,538.6579380491202,637.6917506905429
Mantos de la Luna,2015,1.0,625.7403040522361,626.0847314924467
Matta,2009,1.0,484.40437246063215,733.937472228944
Matta,2010,1.0,295.48463456469347,965.4771784642735
Matta,2011,1.0,344.9625421973603,1184.76825799962
Matta,2012,1.0,377.1973518924253,910.701977977671
Matta,2013,1.0,416.49708654295705,620.9346932352228
Matta,2014,1.0,538.6579380491202,637.6917506905429
Matta,2015,1.0,625.7403040522361,626.0847314924467
Matta,2016,1.0,562.2139195262345,526.1823495711269
Matta,2017,1.0,523.0624830203443,756.6289598528965
Michilla (Lince),1992,1.0,987.505982760015,
Michilla (Lince),1993,1.0,959.1938700091315,643.4263428857876
Michilla (Lince),1994,1.0,841.3371092476353,710.6444034910924
Michilla (Lince),1995,1.0,659.2490789967804,1003.1611059604347
Michilla (Lince),1996,1.0,839.2436749351455,694.3183006954018
Michilla (Lince),1997,1.0,906.3963774982449,686.8798854471715
Michilla (Lince),1998,1.0,820.28826929231,498.08672926585473
Michilla (Lince),1999,1.0,557.9950901626388,452.20109928406646
Michilla (Lince),2000,1.0,555.4588259029698,533.8081174976221
Michilla (Lince),2001,1.0,585.971062800398,398.2247760378723
Michilla (Lince),2002,1.0,528.7539362675177,358.9698750922221
Michilla (Lince),2003,1.0,437.7020239493989,303.6604734259495
Michilla (Lince),2004,1.0,314.71018578087495,642.7808068011332
Michilla (Lince),2005,1.0,605.9993462162437,702.623222632848
Michilla (Lince),2006,1.0,654.0771892519688,1222.9212106889845
Michilla (Lince),2007,1.0,400.97019232272004,1066.9176514175442
Michilla (Lince),2008,1.0,289.6092544923923,870.8586548308886
Michilla (Lince),2009,1.0,484.40437246063215,733.937472228944
Michilla (Lince),2010,1.0,295.48463456469347,965.4771784642735
Michilla (Lince),2011,1.0,344.9625421973603,1184.76825799962
Michilla (Lince),2012,1.0,377.1973518924253,910.701977977671
Michilla (Lince),2013,1.0,416.49708654295705,620.9346932352228
Michilla (Lince),2014,1.0,538.6579380491202,637.6917506905429
Michilla (Lince),2015,1.0,625.7403040522361,626.0847314924467
Mina Ministro Hales,2014,1.0,538.6579380491202,637.6917506905429
Mina Ministro Hales,2015,1.0,625.7403040522361,626.0847314924467
Mina Ministro Hales,2016,1.0,562.2139195262345,526.1823495711269
Mina Ministro Hales,2017,1.0,523.0624830203443,756.6289598528965
Moreno,2006,1.0,654.0771892519688,1222.9212106889845
Moreno,2007,1.0,400.97019232272004,1066.9176514175442
Moreno,2008,1.0,289.6092544923923,870.8586548308886
Moreno,2009,1.0,484.40437246063215,733.937472228944
Moreno,2010,1.0,295.48463456469347,965.4771784642735
Moreno,2011,1.0,344.9625421973603,1184.76825799962
Moreno,2012,1.0,377.1973518924253,910.701977977671
Moreno,2013,1.0,416.49708654295705,620.9346932352228
Moreno,2014,1.0,538.6579380491202,637.6917506905429
Moreno,2015,1.0,625.7403040522361,626.0847314924467
Moreno,2016,1.0,562.2139195262345,526.1823495711269
Moreno,2017,1.0,523.0624830203443,756.6289598528965
Pampa Camerones,2014,1.0,538.6579380491202,637.6917506905429
Pampa Camerones,2015,1.0,625.7403040522361,626.0847314924467
Pampa Camerones,2016,1.0,562.2139195262345,526.1823495711269
Pampa Camerones,2017,1.0,523.0624830203443,756.6289598528965
Potrerillos,1992,0.9913385826771653,987.505982760015,
Potrerillos,1993,0.9666666666666667,959.1938700091315,643.4263428857876
Potrerillos,1994,0.9925925925925926,841.3371092476353,710.6444034910924
Potrerillos,1995,0.9858888888888889,659.2490789967804,1003.1611059604347
Potrerillos,1996,0.9887555555555555,839.2436749351455,694.3183006954018
Potrerillos,1997,0.9959259259259259,906.3963774982449,686.8798854471715
Potrerillos,1998,0.9710144927536232,820.28826929231,498.08672926585473
Potrerillos,1999,0.9298550724637681,557.9950901626388,452.20109928406646
Potrerillos,2000,0.9597536231884057,555.4588259029698,533.8081174976221
Potrerillos,2001,0.9851159420289854,585.971062800398,398.2247760378723
Potrerillos,2002,0.828927536231884,528.7539362675177,358.9698750922221
Potrerillos,2003,0.8796231884057971,437.7020239493989,303.6604734259495
Potrerillos,2004,0.9333695652173913,314.71018578087495,642.7808068011332
Potrerillos,2005,0.998108695652174,605.9993462162437,702.623222632848
Potrerillos,2006,1.0082753623188405,654.0771892519688,1222.9212106889845
Potrerillos,2007,0.9142857142857143,400.97019232272004,1066.9176514175442
Potrerillos,2008,0.85,289.6092544923923,870.8586548308886
Potrerillos,2009,0.9922580645161291,484.40437246063215,733.937472228944
Potrerillos,2010,0.9238580645161291,295.48463456469347,965.4771784642735
Potrerillos,2011,1.0203096774193547,344.9625421973603,1184.76825799962
Potrerillos,2012,0.967741935483871,377.1973518924253,910.701977977671
Potrerillos,2013,0.6470588235294118,416.49708654295705,620.9346932352228
Potrerillos,2014,0.7323529411764705,538.6579380491202,637.6917506905429
Potrerillos,2015,0.5296764705882353,625.7403040522361,626.0847314924467
Potrerillos,2016,0.5882352941176471,562.2139195262345,526.1823495711269
Potrerillos,2017,0.7352941176470589,523.0624830203443,756.6289598528965
Punta del Cobre,1993,1.0,959.1938700091315,643.4263428857876
Punta del Cobre,1994,1.0,841.3371092476353,710.6444034910924
Punta del Cobre,1995,1.0,659.2490789967804,1003.1611059604347
Punta del Cobre,1996,1.0,839.2436749351455,694.3183006954018
Punta del Cobre,1997,1.0,906.3963774982449,686.8798854471715
Punta del Cobre,1998,1.0,820.28826929231,498.08672926585473
Punta del Cobre,1999,1.0,557.9950901626388,452.20109928406646
Punta del Cobre,2000,1.0,555.4588259029698,533.8081174976221
Punta del Cobre,2001,1.0,585.971062800398,398.2247760378723
Punta del Cobre,2002,1.0,528.7539362675177,358.9698750922221
Punta del Cobre,2003,1.0,437.7020239493989,303.6604734259495
Punta del Cobre,2004,1.0,314.71018578087495,642.7808068011332
Punta del Cobre,2005,1.0,605.9993462162437,702.623222632848
Punta del Cobre,2006,1.0,654.0771892519688,1222.9212106889845
Punta del Cobre,2007,1.0,400.97019232272004,1066.9176514175442
Punta del Cobre,2008,1.0,289.6092544923923,870.8586548308886
Punta del Cobre,2009,1.0,484.40437246063215,733.937472228944
Punta del Cobre,2010,1.0,295.48463456469347,965.4771784642735
Punta del Cobre,2011,1.0,344.9625421973603,1184.76825799962
Punta del Cobre,2012,1.0,377.1973518924253,910.701977977671
Punta del Cobre,2013,1.0,416.49708654295705,620.9346932352228
Punta del Cobre,2014,1.0,538.6579380491202,637.6917506905429
Punta del Cobre,2015,1.0,625.7403040522361,626.0847314924467
Punta del Cobre,2016,1.0,562.2139195262345,526.1823495711269
Punta del Cobre,2017,1.0,523.0624830203443,756.6289598528965
Quebrada Blanca,1994,1.0,841.3371092476353,710.6444034910924
Quebrada Blanca,1995,1.0,659.2490789967804,1003.1611059604347
Quebrada Blanca,1996,1.0,839.2436749351455,694.3183006954018
Quebrada Blanca,1997,1.0,906.3963774982449,686.8798854471715
Quebrada Blanca,1998,1.0,820.28826929231,498.08672926585473
Quebrada Blanca,1999,1.0,557.9950901626388,452.20109928406646
Quebrada Blanca,2000,1.0,555.4588259029698,533.8081174976221
Quebrada Blanca,2001,1.0,585.971062800398,398.2247760378723
Quebrada Blanca,2002,1.0,528.7539362675177,358.9698750922221
Quebrada Blanca,2003,1.0,437.7020239493989,303.6604734259495
Quebrada Blanca,2004,1.0,314.71018578087495,642.7808068011332
Quebrada Blanca,2005,1.0,605.9993462162437,702.623222632848
Quebrada Blanca,2006,1.0,654.0771892519688,1222.9212106889845
Quebrada Blanca,2007,1.0,400.97019232272004,1066.9176514175442
Quebrada Blanca,2008,1.0,289.6092544923923,870.8586548308886
Quebrada Blanca,2009,1.0,484.40437246063215,733.937472228944
Quebrada Blanca,2010,1.0,295.48463456469347,965.4771784642735
Quebrada Blanca,2011,1.0,344.9625421973603,1184.76825799962
Quebrada Blanca,2012,1.0,377.1973518924253,910.701977977671
Quebrada Blanca,2013,1.0,416.49708654295705,620.9346932352228
Quebrada Blanca,2014,1.0,538.6579380491202,637.6917506905429
Quebrada Blanca,2015,1.0,625.7403040522361,626.0847314924467
Quebrada Blanca,2016,1.0,562.2139195262345,526.1823495711269
Quebrada Blanca,2017,1.0,523.0624830203443,756.6289598528965
Radomiro Tomic SxEw,1997,1.0,906.3963774982449,686.8798854471715
Radomiro Tomic SxEw,1998,1.0,820.28826929231,498.08672926585473
Radomiro Tomic SxEw,1999,1.0,557.9950901626388,452.20109928406646
Radomiro Tomic SxEw,2000,1.0,555.4588259029698,533.8081174976221
Radomiro Tomic SxEw,2001,1.0,585.971062800398,398.2247760378723
Radomiro Tomic SxEw,2002,1.0,528.7539362675177,358.9698750922221
Radomiro Tomic SxEw,2003,1.0,437.7020239493989,303.6604734259495
Radomiro Tomic SxEw,2004,1.0,314.71018578087495,642.7808068011332
Radomiro Tomic SxEw,2005,1.0,605.9993462162437,702.623222632848
Radomiro Tomic SxEw,2006,1.0,654.0771892519688,1222.9212106889845
Radomiro Tomic SxEw,2007,1.0,400.97019232272004,1066.9176514175442
Radomiro Tomic SxEw,2008,1.0,289.6092544923923,870.8586548308886
Radomiro Tomic SxEw,2009,1.0,484.40437246063215,733.937472228944
