,Year,CU,TCRC,SP2
Bor,1994,0.48099333333333333,841.3371092476353,710.6444034910924
Bor,1995,0.5163933333333334,659.2490789967804,1003.1611059604347
Bor,1996,0.6933333333333334,839.2436749351455,694.3183006954018
Bor,1997,0.7105533333333334,906.3963774982449,686.8798854471715
Bor,1998,0.6666666666666666,820.28826929231,498.08672926585473
Bor,1999,0.33266666666666667,557.9950901626388,452.20109928406646
Bor,2000,0.304,555.4588259029698,533.8081174976221
Bor,2001,0.2157666666666667,585.971062800398,398.2247760378723
Bor,2002,0.23933333333333331,528.7539362675177,358.9698750922221
Bor,2003,0.09066666666666666,437.7020239493989,303.6604734259495
Bor,2004,0.08,314.71018578087495,642.7808068011332
Bor,2005,0.20856,605.9993462162437,702.623222632848
Bor,2006,0.2754933333333333,654.0771892519688,1222.9212106889845
Bor,2007,0.23856,400.97019232272004,1066.9176514175442
Bor,2008,0.22500666666666666,289.6092544923923,870.8586548308886
Bor,2009,0.18274666666666667,484.40437246063215,733.937472228944
Bor,2010,0.14811333333333332,295.48463456469347,965.4771784642735
Bor,2011,0.18966000000000002,344.9625421973603,1184.76825799962
Bor,2012,0.23134666666666664,377.1973518924253,910.701977977671
Bor,2013,0.23893333333333336,416.49708654295705,620.9346932352228
Bor,2014,0.22116666666666665,538.6579380491202,637.6917506905429
Bor,2015,0.29333333333333333,625.7403040522361,626.0847314924467
Bor,2016,0.4666666666666667,562.2139195262345,526.1823495711269
Bor,2017,0.5333333333333333,523.0624830203443,756.6289598528965
Krompachy,1992,0.96,987.505982760015,
Krompachy,1993,0.92,959.1938700091315,643.4263428857876
Krompachy,1994,0.92,841.3371092476353,710.6444034910924
Krompachy,1995,0.92,659.2490789967804,1003.1611059604347
Krompachy,1996,1.0,839.2436749351455,694.3183006954018
Krompachy,1997,1.0,906.3963774982449,686.8798854471715
Krompachy,1998,0.64,820.28826929231,498.08672926585473
Krompachy,2001,0.424,585.971062800398,398.2247760378723
Krompachy,2002,0.28,528.7539362675177,358.9698750922221
Krompachy,2003,0.024,437.7020239493989,303.6604734259495
Elmet,1992,0.7045454545454546,987.505982760015,
Elmet,1993,0.7045454545454546,959.1938700091315,643.4263428857876
Elmet,1994,0.6363636363636364,841.3371092476353,710.6444034910924
Elmet,1995,0.7045454545454546,659.2490789967804,1003.1611059604347
Elmet,1996,0.8409090909090909,839.2436749351455,694.3183006954018
Elmet,1997,0.723404255319149,906.3963774982449,686.8798854471715
Elmet,1998,0.7446808510638298,820.28826929231,498.08672926585473
Elmet,1999,0.674468085106383,557.9950901626388,452.20109928406646
Elmet,2000,0.7872340425531915,555.4588259029698,533.8081174976221
Elmet,2001,0.7659574468085106,585.971062800398,398.2247760378723
Elmet,2002,0.9702127659574469,528.7539362675177,358.9698750922221
Elmet,2003,0.8085106382978723,437.7020239493989,303.6604734259495
Elmet,2004,0.75,314.71018578087495,642.7808068011332
Huelva,1992,0.9886666666666667,987.505982760015,
Huelva,1993,0.9864962962962962,959.1938700091315,643.4263428857876
Huelva,1994,1.004255319148936,841.3371092476353,710.6444034910924
Huelva,1995,0.8075862068965517,659.2490789967804,1003.1611059604347
Huelva,1996,0.9767441860465116,839.2436749351455,694.3183006954018
Huelva,1997,0.9969565217391305,906.3963774982449,686.8798854471715
Huelva,1998,1.0085714285714285,820.28826929231,498.08672926585473
Huelva,1999,1.0,557.9950901626388,452.20109928406646
Huelva,2000,0.9907423076923078,555.4588259029698,533.8081174976221
Huelva,2001,0.90495,585.971062800398,398.2247760378723
Huelva,2002,0.96345,528.7539362675177,358.9698750922221
Huelva,2003,0.9503576923076923,437.7020239493989,303.6604734259495
Huelva,2004,0.7933230769230769,314.71018578087495,642.7808068011332
Huelva,2005,0.9512730769230768,605.9993462162437,702.623222632848
Huelva,2006,0.9091769230769231,654.0771892519688,1222.9212106889845
Huelva,2007,0.9368269230769231,400.97019232272004,1066.9176514175442
Huelva,2008,0.9889576923076924,289.6092544923923,870.8586548308886
Huelva,2009,0.9870153846153847,484.40437246063215,733.937472228944
Huelva,2010,0.9734615384615385,295.48463456469347,965.4771784642735
Huelva,2011,0.9335849056603773,344.9625421973603,1184.76825799962
Huelva,2012,0.9799999999999999,377.1973518924253,910.701977977671
Huelva,2013,0.7930315789473684,416.49708654295705,620.9346932352228
Huelva,2014,0.9940350877192983,538.6579380491202,637.6917506905429
Huelva,2015,0.9992982456140351,625.7403040522361,626.0847314924467
Huelva,2016,1.0,562.2139195262345,526.1823495711269
Huelva,2017,1.0,523.0624830203443,756.6289598528965
Las Cruces SxEw,2009,1.0,484.40437246063215,733.937472228944
Las Cruces SxEw,2010,1.0,295.48463456469347,965.4771784642735
Las Cruces SxEw,2011,1.0,344.9625421973603,1184.76825799962
Las Cruces SxEw,2012,1.0,377.1973518924253,910.701977977671
Las Cruces SxEw,2013,1.0,416.49708654295705,620.9346932352228
Las Cruces SxEw,2014,1.0,538.6579380491202,637.6917506905429
Las Cruces SxEw,2015,1.0,625.7403040522361,626.0847314924467
Las Cruces SxEw,2016,1.0,562.2139195262345,526.1823495711269
Las Cruces SxEw,2017,1.0,523.0624830203443,756.6289598528965
San Juan de Nieva,1992,0.7,987.505982760015,
San Juan de Nieva,1993,0.7,959.1938700091315,643.4263428857876
San Juan de Nieva,1994,0.7,841.3371092476353,710.6444034910924
San Juan de Nieva,1995,0.9,659.2490789967804,1003.1611059604347
San Juan de Nieva,1996,0.955,839.2436749351455,694.3183006954018
San Juan de Nieva,1997,1.0,906.3963774982449,686.8798854471715
San Juan de Nieva,1998,1.0,820.28826929231,498.08672926585473
San Juan de Nieva,1999,1.0,557.9950901626388,452.20109928406646
Ronnskar,1992,0.9584905660377357,987.505982760015,
Ronnskar,1993,0.9339622641509434,959.1938700091315,643.4263428857876
Ronnskar,1994,0.9318181818181818,841.3371092476353,710.6444034910924
Ronnskar,1995,0.9147826086956522,659.2490789967804,1003.1611059604347
Ronnskar,1996,0.9027,839.2436749351455,694.3183006954018
Ronnskar,1997,0.917242857142857,906.3963774982449,686.8798854471715
Ronnskar,1998,0.8953928571428572,820.28826929231,498.08672926585473
Ronnskar,1999,0.814,557.9950901626388,452.20109928406646
Ronnskar,2000,0.7006210526315789,555.4588259029698,533.8081174976221
Ronnskar,2001,0.9009874999999999,585.971062800398,398.2247760378723
Ronnskar,2002,0.9350083333333333,528.7539362675177,358.9698750922221
Ronnskar,2003,0.8924208333333333,437.7020239493989,303.6604734259495
Ronnskar,2004,0.98175,314.71018578087495,642.7808068011332
Ronnskar,2005,0.93125,605.9993462162437,702.623222632848
Ronnskar,2006,0.9551708333333334,654.0771892519688,1222.9212106889845
Ronnskar,2007,0.891225,400.97019232272004,1066.9176514175442
Ronnskar,2008,0.911096,289.6092544923923,870.8586548308886
Ronnskar,2009,0.823036,484.40437246063215,733.937472228944
Ronnskar,2010,0.7619880000000001,295.48463456469347,965.4771784642735
Ronnskar,2011,0.877264,344.9625421973603,1184.76825799962
Ronnskar,2012,0.8562000000000001,377.1973518924253,910.701977977671
Ronnskar,2013,0.8247720000000001,416.49708654295705,620.9346932352228
Ronnskar,2014,0.86,538.6579380491202,637.6917506905429
Ronnskar,2015,0.824236,625.7403040522361,626.0847314924467
Ronnskar,2016,0.88,562.2139195262345,526.1823495711269
Ronnskar,2017,0.88,523.0624830203443,756.6289598528965
Botel,1993,1.0,959.1938700091315,643.4263428857876
Elbak,1992,0.8166666666666668,987.505982760015,
Elbak,1993,1.0,959.1938700091315,643.4263428857876
Elbak,1994,0.6666666666666666,841.3371092476353,710.6444034910924
Elbak,1995,1.0833333333333333,659.2490789967804,1003.1611059604347
Elbak,1996,0.9571428571428572,839.2436749351455,694.3183006954018
Elbak,1997,1.0,906.3963774982449,686.8798854471715
Elbak,1998,0.7142857142857143,820.28826929231,498.08672926585473
Elbak,1999,0.5,557.9950901626388,452.20109928406646
Erbakir,1992,0.8666666666666667,987.505982760015,
Erbakir,1993,0.7222222222222222,959.1938700091315,643.4263428857876
Erbakir,1994,0.6111111111111112,841.3371092476353,710.6444034910924
Erbakir,1995,0.7777777777777778,659.2490789967804,1003.1611059604347
Erbakir,1996,0.8555555555555556,839.2436749351455,694.3183006954018
Erbakir,1997,0.8833333333333333,906.3963774982449,686.8798854471715
Erbakir,1998,0.8500000000000001,820.28826929231,498.08672926585473
Erbakir,1999,0.6944444444444444,557.9950901626388,452.20109928406646
Erbakir,2000,0.7777777777777778,555.4588259029698,533.8081174976221
Erbakir,2001,0.6944444444444444,585.971062800398,398.2247760378723
Erbakir,2004,0.2777777777777778,314.71018578087495,642.7808068011332
Erbakir,2005,0.8333333333333334,605.9993462162437,702.623222632848
Erbakir,2006,0.8888888888888888,654.0771892519688,1222.9212106889845
Erbakir,2007,0.8888888888888888,400.97019232272004,1066.9176514175442
Erbakir,2008,0.8888888888888888,289.6092544923923,870.8586548308886
Hes,1992,0.9333333333333333,987.505982760015,
Hes,1993,0.8,959.1938700091315,643.4263428857876
Hes,1994,0.6666666666666666,841.3371092476353,710.6444034910924
Hes,1995,0.6666666666666666,659.2490789967804,1003.1611059604347
Hes,1996,0.26,839.2436749351455,694.3183006954018
Hes,1997,0.5333333333333333,906.3963774982449,686.8798854471715
Hes,1998,0.5666666666666667,820.28826929231,498.08672926585473
Hes,1999,0.43333333333333335,557.9950901626388,452.20109928406646
Hes,2000,0.5333333333333333,555.4588259029698,533.8081174976221
