Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H2,2006,2006,2006,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Master alloys of copper.,8,Weight in kilograms,182667,,,,182667,,703652,,,6
H2,2006,2006,2006,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Master alloys of copper.,8,Weight in kilograms,171435,,,,171435,,645592,,,6
H2,2006,2006,2006,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Master alloys of copper.,8,Weight in kilograms,124622,,,,124622,,469301,,,6
H2,2002,2002,2002,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,3743522,,,,3743522,,18978614,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,1796514,,,,1796514,,5307315,,,6
H2,2002,2002,2002,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,29706,,,,29706,,61437,,,0
H2,2002,2002,2002,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,29706,,,,29706,,61437,,,0
H2,2002,2002,2002,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,29706,,,,29706,,61437,,,0
H2,2002,2002,2002,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,43835,,,,43835,,181546,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,296127,,,,296127,,807050,,,0
H2,2002,2002,2002,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,857061,,,,857061,,3683616,,,0
H2,2002,2002,2002,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2155527,,,,2155527,,5765082,,,0
H2,2002,2002,2002,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2114204,,,,2114204,,5671494,,,0
H2,2002,2002,2002,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,408560,,,,408560,,1115299,,,0
H2,2002,2002,2002,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2137948,,,,2137948,,5637106,,,0
H2,2002,2002,2002,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2096625,,,,2096625,,5543518,,,0
H2,2003,2003,2003,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,4488111,,,,4488111,,20109910,,,0
H2,2003,2003,2003,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2028082,,,,2028082,,5840938,,,0
H2,2003,2003,2003,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,31572,,,,31572,,88406,,,0
H2,2003,2003,2003,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,31572,,,,31572,,88406,,,0
H2,2003,2003,2003,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,31572,,,,31572,,88406,,,0
H2,2003,2003,2003,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,34057,,,,34057,,50671,,,0
H2,2003,2003,2003,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,403899,,,,403899,,885791,,,0
H2,2003,2003,2003,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,1390067,,,,1390067,,7206282,,,0
H2,2003,2003,2003,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2207613,,,,2207613,,7316714,,,0
H2,2003,2003,2003,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2207613,,,,2207613,,7316714,,,0
H2,2003,2003,2003,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,404790,,,,404790,,1146527,,,0
H2,2003,2003,2003,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2187326,,,,2187326,,7123897,,,0
H2,2003,2003,2003,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2187326,,,,2187326,,7123897,,,0
H2,2004,2004,2004,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,5379018,,,,5379018,,28852989,,,0
H2,2004,2004,2004,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,4358923,,,,4358923,,13616714,,,0
H2,2004,2004,2004,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,100058,,,,100058,,341019,,,0
H2,2004,2004,2004,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,100058,,,,100058,,341019,,,0
H2,2004,2004,2004,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,100058,,,,100058,,341019,,,0
H2,2004,2004,2004,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,106578,,,,106578,,225977,,,0
H2,2004,2004,2004,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,922690,,,,922690,,1511276,,,0
H2,2004,2004,2004,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,1281876,,,,1281876,,7202591,,,0
H2,2004,2004,2004,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2056472,,,,2056472,,7387605,,,0
H2,2004,2004,2004,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2056472,,,,2056472,,7387605,,,0
H2,2004,2004,2004,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,232365,,,,232365,,743976,,,0
H2,2004,2004,2004,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2031133,,,,2031133,,7128611,,,0
H2,2004,2004,2004,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2031133,,,,2031133,,7128611,,,0
H2,2005,2005,2005,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,5615637,,,,5615637,,35952049,,,0
H2,2005,2005,2005,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,5650595,,,,5650595,,23219655,,,6
H2,2005,2005,2005,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,844709,,,,844709,,5154698,,,0
H2,2005,2005,2005,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,844709,,,,844709,,5154698,,,0
H2,2005,2005,2005,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,844709,,,,844709,,5154698,,,0
H2,2005,2005,2005,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,77889,,,,77889,,125641,,,0
H2,2005,2005,2005,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,868389,,,,868389,,4240272,,,0
H2,2005,2005,2005,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,1771008,,,,1771008,,10471205,,,0
H2,2005,2005,2005,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2900129,,,,2900129,,11431815,,,0
H2,2005,2005,2005,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2900129,,,,2900129,,11431815,,,0
H2,2005,2005,2005,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,572477,,,,572477,,2264106,,,0
H2,2005,2005,2005,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2870960,,,,2870960,,11125262,,,0
H2,2005,2005,2005,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,2870960,,,,2870960,,11125262,,,0
H2,2006,2006,2006,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,5669026,,,,5669026,,47612177,,,6
H2,2006,2006,2006,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,4587069,,,,4587069,,29439923,,,6
H2,2006,2006,2006,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,585252,,,,585252,,4204717,,,0
H2,2006,2006,2006,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,585252,,,,585252,,4204717,,,6
H2,2006,2006,2006,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,585252,,,,585252,,4204717,,,0
H2,2006,2006,2006,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,65547,,,,65547,,195654,,,6
H2,2006,2006,2006,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,1234602,,,,1234602,,6705005,,,6
H2,2006,2006,2006,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,1533362,,,,1533362,,12429422,,,0
H2,2006,2006,2006,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,1936070,,,,1936070,,11290224,,,0
H2,2006,2006,2006,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,1936070,,,,1936070,,11290224,,,0
H2,2006,2006,2006,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,496484,,,,496484,,3086930,,,0
H2,2006,2006,2006,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,1901897,,,,1901897,,10923444,,,0
H2,2006,2006,2006,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper powders and flakes.,8,Weight in kilograms,1901897,,,,1901897,,10923444,,,0
H2,2002,2002,2002,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,105713191,,,,105713191,,193795669,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,6834863,,,,6834863,,14177439,,,0
H2,2002,2002,2002,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,4805100,,,,4805100,,8760135,,,0
H2,2002,2002,2002,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,4805100,,,,4805100,,8760135,,,0
H2,2002,2002,2002,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,4805100,,,,4805100,,8760135,,,0
H2,2002,2002,2002,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,1468187,,,,1468187,,3023771,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,4479300,,,,4479300,,9629607,,,0
H2,2002,2002,2002,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,36286073,,,,36286073,,62170777,,,0
H2,2002,2002,2002,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,27990436,,,,27990436,,51826260,,,0
H2,2002,2002,2002,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,27589234,,,,27589234,,50956275,,,0
H2,2002,2002,2002,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,5247974,,,,5247974,,8149392,,,0
H2,2002,2002,2002,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,27858802,,,,27858802,,51158567,,,0
H2,2002,2002,2002,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,27458125,,,,27458125,,50289956,,,0
H2,2003,2003,2003,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,105128228,,,,105128228,,199146924,,,0
H2,2003,2003,2003,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,7442432,,,,7442432,,15401301,,,0
H2,2003,2003,2003,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,5904249,,,,5904249,,11224811,,,0
H2,2003,2003,2003,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,5904249,,,,5904249,,11224811,,,0
H2,2003,2003,2003,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,5904249,,,,5904249,,11224811,,,0
H2,2003,2003,2003,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,1480879,,,,1480879,,2456557,,,0
H2,2003,2003,2003,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,4766842,,,,4766842,,9326885,,,0
H2,2003,2003,2003,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,37900807,,,,37900807,,69429252,,,0
H2,2003,2003,2003,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,28814249,,,,28814249,,55070033,,,0
H2,2003,2003,2003,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,28814249,,,,28814249,,55070033,,,0
H2,2003,2003,2003,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,6893572,,,,6893572,,11795485,,,0
H2,2003,2003,2003,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,28697824,,,,28697824,,54300386,,,0
H2,2003,2003,2003,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,28697824,,,,28697824,,54300386,,,0
H2,2004,2004,2004,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,124321481,,,,124321481,,282600965,,,0
H2,2004,2004,2004,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,13868181,,,,13868181,,33739598,,,0
H2,2004,2004,2004,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,6334289,,,,6334289,,12120988,,,0
H2,2004,2004,2004,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,6334289,,,,6334289,,12120988,,,0
H2,2004,2004,2004,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,6334289,,,,6334289,,12120988,,,0
H2,2004,2004,2004,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,2586510,,,,2586510,,4395008,,,0
H2,2004,2004,2004,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,9158577,,,,9158577,,20316118,,,0
H2,2004,2004,2004,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,42176697,,,,42176697,,106091306,,,0
H2,2004,2004,2004,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,32632633,,,,32632633,,74608734,,,0
H2,2004,2004,2004,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,32632633,,,,32632633,,74608734,,,0
H2,2004,2004,2004,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,8864163,,,,8864163,,20116938,,,0
H2,2004,2004,2004,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,32506413,,,,32506413,,73851113,,,0
H2,2004,2004,2004,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,32506413,,,,32506413,,73851113,,,0
H2,2005,2005,2005,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,119707391,,,,119707391,,316192924,,,0
H2,2005,2005,2005,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,11459182,,,,11459182,,36859556,,,6
H2,2005,2005,2005,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,6731400,,,,6731400,,14831256,,,0
H2,2005,2005,2005,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,6731400,,,,6731400,,14831256,,,0
H2,2005,2005,2005,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,6731400,,,,6731400,,14831256,,,0
H2,2005,2005,2005,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,875129,,,,875129,,1900003,,,0
H2,2005,2005,2005,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,5900860,,,,5900860,,15758151,,,0
H2,2005,2005,2005,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,38614048,,,,38614048,,118101738,,,0
H2,2005,2005,2005,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,32157039,,,,32157039,,88895536,,,0
H2,2005,2005,2005,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,32157039,,,,32157039,,88895536,,,0
H2,2005,2005,2005,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,7408990,,,,7408990,,19466321,,,0
H2,2005,2005,2005,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,31959257,,,,31959257,,87959373,,,0
H2,2005,2005,2005,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,31959257,,,,31959257,,87959373,,,0
H2,2006,2006,2006,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,116690853,,,,116690853,,468134894,,,0
H2,2006,2006,2006,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,9666510,,,,9666510,,58036224,,,0
H2,2006,2006,2006,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,4486831,,,,4486831,,10401916,,,0
H2,2006,2006,2006,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,4486831,,,,4486831,,10401916,,,0
H2,2006,2006,2006,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,4486831,,,,4486831,,10401916,,,0
H2,2006,2006,2006,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,369323,,,,369323,,1072836,,,0
H2,2006,2006,2006,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,3615932,,,,3615932,,15908969,,,0
H2,2006,2006,2006,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,33947678,,,,33947678,,183692840,,,0
H2,2006,2006,2006,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,27455386,,,,27455386,,121056623,,,0
H2,2006,2006,2006,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,27455386,,,,27455386,,121056623,,,0
H2,2006,2006,2006,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,3949731,,,,3949731,,16802027,,,0
H2,2006,2006,2006,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,27348056,,,,27348056,,120174044,,,0
H2,2006,2006,2006,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7407,"Copper bars, rods and profiles.",8,Weight in kilograms,27348056,,,,27348056,,120174044,,,0
H2,2002,2002,2002,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7408,Copper wire.,8,Weight in kilograms,385914749,,,,385914749,,745338452,,,6
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7408,Copper wire.,8,Weight in kilograms,11464682,,,,11464682,,26446166,,,0
H2,2002,2002,2002,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7408,Copper wire.,8,Weight in kilograms,6656379,,,,6656379,,14965983,,,0
H2,2002,2002,2002,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7408,Copper wire.,8,Weight in kilograms,6656379,,,,6656379,,14965983,,,0
H2,2002,2002,2002,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7408,Copper wire.,8,Weight in kilograms,6656379,,,,6656379,,14965983,,,0
H2,2002,2002,2002,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7408,Copper wire.,8,Weight in kilograms,1845742,,,,1845742,,6628793,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7408,Copper wire.,8,Weight in kilograms,8029934,,,,8029934,,17761745,,,0
