Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,798697247,,,,798697247,,4889055975,,,6
H5,2017,2017,2017,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,90500,,,,90500,,501875,,,0
H5,2017,2017,2017,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,238312,,,,238312,,1396892,,,0
H5,2017,2017,2017,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,85870,,,,85870,,463593,,,0
H5,2017,2017,2017,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,86325,,,,86325,,466450,,,0
H5,2017,2017,2017,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,109133,,,,109133,,594988,,,0
H5,2017,2017,2017,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,86325,,,,86325,,466450,,,0
H5,2017,2017,2017,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,108510,,,,108510,,590460,,,0
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,900379059,,,,,,5867658122,,,6
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,8136,,,,8136,,178602,,,0
H5,2018,2018,2018,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,2025,,,,2025,,14111,,,0
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,2025,,,,2025,,14111,,,0
H5,2018,2018,2018,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,2025,,,,2025,,14111,,,0
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,494040,,,,494040,,13189822,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,544,,,,544,,12661,,,0
H5,2018,2018,2018,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,3250,,,,3250,,22867,,,0
H5,2018,2018,2018,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,3250,,,,3250,,22867,,,0
H5,2019,2019,2019,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,757736901,,,,757736901,,4551668638,,,6
H5,2019,2019,2019,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,7783,,,,7783,,155139,,,6
H5,2019,2019,2019,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,108061,,,,108061,,1739660,,,0
H5,2019,2019,2019,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,478,,,,478,,10180,,,0
H5,2019,2019,2019,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,32025,,,,32025,,183107,,,0
H5,2019,2019,2019,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,80416,,,,80416,,459330,,,0
H5,2019,2019,2019,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,10313,,,,10313,,50095,,,0
H5,2019,2019,2019,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,67081,,,,67081,,367906,,,0
H5,2020,2020,2020,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",1,No Quantity,0,,,,,,6279175000,,,6
H5,2020,2020,2020,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,65762,,,,65762,,605475,,,0
H5,2020,2020,2020,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,482819,,,,482819,,2707824,,,0
H5,2020,2020,2020,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,285,,,,285,,5834,,,0
H5,2020,2020,2020,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,20783,,,,20783,,128389,,,0
H5,2020,2020,2020,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,107315,,,,107315,,633771,,,0
H5,2020,2020,2020,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7402,"Copper; unrefined, copper anodes for electrolytic refining",8,Weight in kilograms,97574,,,,97574,,556073,,,0
H5,2017,2017,2017,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,3309218723,,,,3309218723,,20629258461,,,6
H5,2017,2017,2017,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,337727292,,,,337727292,,2055229694,,,0
H5,2017,2017,2017,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,174795599,,,,174795599,,1113024915,,,0
H5,2017,2017,2017,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,174795599,,,,174795599,,1113024915,,,0
H5,2017,2017,2017,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,174795599,,,,174795599,,1113024915,,,0
H5,2017,2017,2017,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,165213,,,,165213,,1480050,,,0
H5,2017,2017,2017,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,12500,,,,12500,,68750,,,0
H5,2017,2017,2017,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,351873,,,,351873,,3503928,,,0
H5,2017,2017,2017,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,836678,,,,836678,,11128696,,,0
H5,2017,2017,2017,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,21692,,,,21692,,441095,,,0
H5,2017,2017,2017,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,832757,,,,832757,,10957388,,,0
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,3845187923,,,,3845187923,,25637757342,,,6
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,281642268,,,,281642268,,1880050567,,,0
H5,2018,2018,2018,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,124670153,,,,124670153,,861015695,,,0
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,124670153,,,,124670153,,861015695,,,0
H5,2018,2018,2018,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,124670153,,,,124670153,,861015695,,,0
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,3033406,,,,3033406,,18252933,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,2018186,,,,2018186,,12558422,,,0
H5,2018,2018,2018,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,174393,,,,174393,,1970392,,,0
H5,2018,2018,2018,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,1800243,,,,1800243,,17548001,,,0
H5,2018,2018,2018,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,16910,,,,16910,,115816,,,0
H5,2018,2018,2018,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,1755008,,,,1755008,,17253015,,,0
H5,2019,2019,2019,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,3719893037,,,,3719893037,,22502227710,,,6
H5,2019,2019,2019,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",1,No Quantity,0,,,,,,1931853364,,,6
H5,2019,2019,2019,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,5511903,,,,5511903,,27105150,,,0
H5,2019,2019,2019,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,7400,,,,7400,,40700,,,0
H5,2019,2019,2019,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,1199642,,,,1199642,,5905105,,,0
H5,2019,2019,2019,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,5884437,,,,5884437,,30475866,,,0
H5,2019,2019,2019,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,12412,,,,12412,,76311,,,0
H5,2019,2019,2019,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,5842394,,,,5842394,,30181887,,,0
H5,2020,2020,2020,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,5015130144,,,,5015130144,,30578619094,,,6
H5,2020,2020,2020,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,212312086,,,,212312086,,1291850880,,,6
H5,2020,2020,2020,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,3351671,,,,3351671,,16871070,,,0
H5,2020,2020,2020,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,500,,,,500,,2750,,,0
H5,2020,2020,2020,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,153114,,,,153114,,1069694,,,0
H5,2020,2020,2020,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,4001531,,,,4001531,,22067324,,,0
H5,2020,2020,2020,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,4319,,,,4319,,27185,,,0
H5,2020,2020,2020,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Copper; refined and copper alloys, unwrought",8,Weight in kilograms,4001521,,,,4001521,,22067003,,,0
H5,2017,2017,2017,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,926603,,,,926603,,15669014,,,6
H5,2017,2017,2017,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,220914,,,,220914,,3960309,,,0
H5,2017,2017,2017,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,24,,,,24,,492,,,0
H5,2017,2017,2017,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,32850,,,,32850,,1392886,,,0
H5,2017,2017,2017,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,16493,,,,16493,,806680,,,0
H5,2017,2017,2017,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,212,,,,212,,92417,,,0
H5,2017,2017,2017,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,3344,,,,3344,,382399,,,0
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,1053211,,,,1053211,,19726940,,,6
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,198216,,,,198216,,4061597,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,9,,,,9,,54,,,0
H5,2018,2018,2018,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,29768,,,,29768,,1438949,,,0
H5,2018,2018,2018,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,25613,,,,25613,,1207817,,,0
H5,2018,2018,2018,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,223,,,,223,,22822,,,0
H5,2018,2018,2018,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,8931,,,,8931,,589697,,,0
H5,2019,2019,2019,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,939126,,,,939126,,16734934,,,6
H5,2019,2019,2019,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,245307,,,,245307,,5116540,,,0
H5,2019,2019,2019,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,10,,,,10,,517,,,0
H5,2019,2019,2019,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,31742,,,,31742,,1381063,,,0
H5,2019,2019,2019,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,18422,,,,18422,,1132354,,,0
H5,2019,2019,2019,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,76,,,,76,,50064,,,0
H5,2019,2019,2019,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,7569,,,,7569,,571237,,,0
H5,2020,2020,2020,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,25130140,,,,25130140,,100926456,,,6
H5,2020,2020,2020,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,170538,,,,170538,,3247639,,,0
H5,2020,2020,2020,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,65,,,,65,,4567,,,0
H5,2020,2020,2020,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,25226,,,,25226,,1466971,,,0
H5,2020,2020,2020,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,17760,,,,17760,,871094,,,0
H5,2020,2020,2020,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,141,,,,141,,53340,,,0
H5,2020,2020,2020,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Copper; master alloys,8,Weight in kilograms,5272,,,,5272,,479751,,,0
H5,2017,2017,2017,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,4401119,,,,4401119,,46896968,,,6
H5,2017,2017,2017,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,3453961,,,,3453961,,36448116,,,6
H5,2017,2017,2017,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,1038,,,,1038,,15278,,,6
H5,2017,2017,2017,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,1038,,,,1038,,15278,,,6
H5,2017,2017,2017,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,1038,,,,1038,,15278,,,6
H5,2017,2017,2017,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,525,,,,525,,6296,,,0
H5,2017,2017,2017,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,91580,,,,91580,,433085,,,0
H5,2017,2017,2017,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,641162,,,,641162,,5089655,,,0
H5,2017,2017,2017,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,441694,,,,441694,,5604106,,,0
H5,2017,2017,2017,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,8756,,,,8756,,118860,,,0
H5,2017,2017,2017,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,437521,,,,437521,,5574995,,,0
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,4399030,,,,,,49786366,,,6
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,3642977,,,,3642977,,42853870,,,6
H5,2018,2018,2018,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,3216,,,,3216,,130844,,,6
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,3216,,,,3216,,130844,,,6
H5,2018,2018,2018,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,3216,,,,3216,,130844,,,6
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,7653,,,,,,81227,,,6
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,95852,,,,95852,,341068,,,0
H5,2018,2018,2018,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,532453,,,,532453,,5393256,,,0
H5,2018,2018,2018,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,407230,,,,407230,,5726500,,,0
H5,2018,2018,2018,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,15229,,,,15229,,276944,,,0
H5,2018,2018,2018,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,366799,,,,366799,,5417128,,,0
H5,2019,2019,2019,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,18274095,,,,18274095,,129641177,,,6
H5,2019,2019,2019,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,3354684,,,,3354684,,37701481,,,6
H5,2019,2019,2019,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,3860940,,,,3860940,,22063815,,,0
H5,2019,2019,2019,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,88851,,,,88851,,430929,,,0
H5,2019,2019,2019,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,647778,,,,647778,,5625941,,,0
H5,2019,2019,2019,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,3819768,,,,3819768,,24316924,,,0
H5,2019,2019,2019,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,36745,,,,36745,,246281,,,0
H5,2019,2019,2019,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,3810331,,,,3810331,,24191061,,,0
H5,2020,2020,2020,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,93372298,,,,93372298,,540170128,,,6
H5,2020,2020,2020,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,2642696,,,,2642696,,30793007,,,6
H5,2020,2020,2020,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,11745008,,,,11745008,,64833771,,,0
H5,2020,2020,2020,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,134301,,,,134301,,582353,,,0
H5,2020,2020,2020,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,1016602,,,,1016602,,6353056,,,0
H5,2020,2020,2020,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,8232659,,,,8232659,,48125822,,,0
H5,2020,2020,2020,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,401533,,,,401533,,2273631,,,0
H5,2020,2020,2020,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7406,Copper; powders and flakes,8,Weight in kilograms,8202912,,,,8202912,,47909204,,,0
H5,2017,2017,2017,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper; bars, rods and profiles",8,Weight in kilograms,61742575,,,,61742575,,378855944,,,6
H5,2017,2017,2017,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7407,"Copper; bars, rods and profiles",8,Weight in kilograms,9074591,,,,9074591,,75232907,,,6
