,Year,Secondary ratio,CU,SR,TCRC,SP2
Jiangxi Zili,1997,0,,,906.3963774982449,686.8798854471715
Jiangxi Zili,1998,0,,,820.28826929231,498.08672926585473
Jiangxi Zili,1999,0,,,557.9950901626388,452.20109928406646
Jiangxi Zili,2000,0,,,555.4588259029698,533.8081174976221
Jiangxi Zili,2001,0,,,585.971062800398,398.2247760378723
Jiangxi Zili,2002,0,,,528.7539362675177,358.9698750922221
Jiangxi Zili,2003,0,,,437.7020239493989,303.6604734259495
Jiangxi Zili,2004,0,,,314.71018578087495,642.7808068011332
Jiangxi Zili,2005,0,,,605.9993462162437,702.623222632848
Jiangxi Zili,2006,0,,,654.0771892519688,1222.9212106889845
Jiangxi Zili,2007,0,,,400.97019232272004,1066.9176514175442
Jiangxi Zili,2008,0,0.375,1.0,289.6092544923923,870.8586548308886
Jiangxi Zili,2009,0,0.2,1.0,484.40437246063215,733.937472228944
Jiangxi Zili,2010,0,0.19,1.0,295.48463456469347,965.4771784642735
Jiangxi Zili,2011,0,0.2,1.0,344.9625421973603,1184.76825799962
Jiangxi Zili,2012,0,0.5,1.0,377.1973518924253,910.701977977671
Jiangxi Zili,2013,0,0.68,1.0,416.49708654295705,620.9346932352228
Jiangxi Zili,2014,0,0.8,1.0,538.6579380491202,637.6917506905429
Jiangxi Zili,2015,0,0.7,1.0,625.7403040522361,626.0847314924467
Jiangxi Zili,2016,0,0.8,1.0,562.2139195262345,526.1823495711269
Jiangxi Zili,2017,0,1.0,1.0,523.0624830203443,756.6289598528965
Jiaxing,1992,0,1.0,0.19999999999999998,987.505982760015,
Jiaxing,1993,0,1.0,0.19999999999999998,959.1938700091315,643.4263428857876
Jiaxing,1994,0,1.0,0.19999999999999998,841.3371092476353,710.6444034910924
Jiaxing,1995,0,1.0,0.19999999999999998,659.2490789967804,1003.1611059604347
Jiaxing,1996,0,1.0,0.19999999999999998,839.2436749351455,694.3183006954018
Jiaxing,1997,0,1.0,1.0,906.3963774982449,686.8798854471715
Jiaxing,1998,0,1.0,1.0,820.28826929231,498.08672926585473
Jiaxing,1999,0,1.0,1.0,557.9950901626388,452.20109928406646
Jiaxing,2000,0,,,555.4588259029698,533.8081174976221
Jiaxing,2001,0,,,585.971062800398,398.2247760378723
Jiaxing,2002,0,,,528.7539362675177,358.9698750922221
Jiaxing,2003,0,,,437.7020239493989,303.6604734259495
Jiaxing,2004,0,,,314.71018578087495,642.7808068011332
Jiaxing,2005,0,,,605.9993462162437,702.623222632848
Jiaxing,2006,0,,,654.0771892519688,1222.9212106889845
Jiaxing,2007,0,,,400.97019232272004,1066.9176514175442
Jiaxing,2008,0,,,289.6092544923923,870.8586548308886
Jiaxing,2009,0,,,484.40437246063215,733.937472228944
Jiaxing,2010,0,,,295.48463456469347,965.4771784642735
Jiaxing,2011,0,,,344.9625421973603,1184.76825799962
Jiaxing,2012,0,,,377.1973518924253,910.701977977671
Jiaxing,2013,0,,,416.49708654295705,620.9346932352228
Jiaxing,2014,0,,,538.6579380491202,637.6917506905429
Jiaxing,2015,0,,,625.7403040522361,626.0847314924467
Jiaxing,2016,0,,,562.2139195262345,526.1823495711269
Jiaxing,2017,0,,,523.0624830203443,756.6289598528965
Lanxi Zili,1992,0,,,987.505982760015,
Lanxi Zili,1993,0,,,959.1938700091315,643.4263428857876
Lanxi Zili,1994,0,,,841.3371092476353,710.6444034910924
Lanxi Zili,1995,0,,,659.2490789967804,1003.1611059604347
Lanxi Zili,1996,0,,,839.2436749351455,694.3183006954018
Lanxi Zili,1997,0,,,906.3963774982449,686.8798854471715
Lanxi Zili,1998,0,,,820.28826929231,498.08672926585473
Lanxi Zili,1999,0,,,557.9950901626388,452.20109928406646
Lanxi Zili,2000,0,,,555.4588259029698,533.8081174976221
Lanxi Zili,2001,0,0.86,1.0,585.971062800398,398.2247760378723
Lanxi Zili,2002,0,0.9,1.0,528.7539362675177,358.9698750922221
Lanxi Zili,2003,0,0.8488666666666667,1.0,437.7020239493989,303.6604734259495
Lanxi Zili,2004,0,0.95235,1.0,314.71018578087495,642.7808068011332
Lanxi Zili,2005,0,0.9750285714285714,1.0,605.9993462162437,702.623222632848
Lanxi Zili,2006,0,1.002125,1.0,654.0771892519688,1222.9212106889845
Lanxi Zili,2007,0,0.95,1.0,400.97019232272004,1066.9176514175442
Lanxi Zili,2008,0,0.8,1.0,289.6092544923923,870.8586548308886
Lanxi Zili,2009,0,0.4,1.0,484.40437246063215,733.937472228944
Lanxi Zili,2010,0,0.36923076923076925,1.0,295.48463456469347,965.4771784642735
Lanxi Zili,2011,0,0.7692307692307693,1.0,344.9625421973603,1184.76825799962
Lanxi Zili,2012,0,0.8461538461538461,1.0,377.1973518924253,910.701977977671
Lanxi Zili,2013,0,0.3384615384615385,1.0,416.49708654295705,620.9346932352228
Lanxi Zili,2014,0,1.0,1.0,538.6579380491202,637.6917506905429
Lanxi Zili,2015,0,1.0,1.0,625.7403040522361,626.0847314924467
Lanxi Zili,2016,0,1.0,1.0,562.2139195262345,526.1823495711269
Lanxi Zili,2017,0,1.0,1.0,523.0624830203443,756.6289598528965
Lingbao Ew,1992,0,,,987.505982760015,
Lingbao Ew,1993,0,,,959.1938700091315,643.4263428857876
Lingbao Ew,1994,0,,,841.3371092476353,710.6444034910924
Lingbao Ew,1995,0,,,659.2490789967804,1003.1611059604347
Lingbao Ew,1996,0,,,839.2436749351455,694.3183006954018
Lingbao Ew,1997,0,,,906.3963774982449,686.8798854471715
Lingbao Ew,1998,0,,,820.28826929231,498.08672926585473
Lingbao Ew,1999,0,,,557.9950901626388,452.20109928406646
Lingbao Ew,2000,0,,,555.4588259029698,533.8081174976221
Lingbao Ew,2001,0,,,585.971062800398,398.2247760378723
Lingbao Ew,2002,0,,,528.7539362675177,358.9698750922221
Lingbao Ew,2003,0,,,437.7020239493989,303.6604734259495
Lingbao Ew,2004,0,,,314.71018578087495,642.7808068011332
Lingbao Ew,2005,0,,,605.9993462162437,702.623222632848
Lingbao Ew,2006,0,,,654.0771892519688,1222.9212106889845
Lingbao Ew,2007,0,0.6626666666666666,1.0,400.97019232272004,1066.9176514175442
Lingbao Ew,2008,0,0.8128666666666666,1.0,289.6092544923923,870.8586548308886
Lingbao Ew,2009,0,0.772,1.0,484.40437246063215,733.937472228944
Lingbao Ew,2010,0,0.8735999999999999,1.0,295.48463456469347,965.4771784642735
Lingbao Ew,2011,0,1.037,1.0,344.9625421973603,1184.76825799962
Lingbao Ew,2012,0,0.9158000000000001,1.0,377.1973518924253,910.701977977671
Lingbao Ew,2013,0,1.0001333333333333,1.0,416.49708654295705,620.9346932352228
Lingbao Ew,2014,0,1.1056666666666668,1.0,538.6579380491202,637.6917506905429
Lingbao Ew,2015,0,1.0,1.0,625.7403040522361,626.0847314924467
Lingbao Ew,2016,0,1.0,1.0,562.2139195262345,526.1823495711269
Lingbao Ew,2017,0,1.0,1.0,523.0624830203443,756.6289598528965
Luoyang,1992,0,0.9233333333333333,1.0,987.505982760015,
Luoyang,1993,0,0.9333333333333333,1.0,959.1938700091315,643.4263428857876
Luoyang,1994,0,0.7346333333333334,1.0,841.3371092476353,710.6444034910924
Luoyang,1995,0,0.9133333333333333,1.0,659.2490789967804,1003.1611059604347
Luoyang,1996,0,0.8713333333333334,1.0,839.2436749351455,694.3183006954018
Luoyang,1997,0,0.91,1.0,906.3963774982449,686.8798854471715
Luoyang,1998,0,0.6343,0.9984760103000683,820.28826929231,498.08672926585473
Luoyang,1999,0,0.55,1.0,557.9950901626388,452.20109928406646
Luoyang,2000,0,0.8345666666666667,0.9785517434197388,555.4588259029698,533.8081174976221
Luoyang,2001,0,1.002,0.5132591958939264,585.971062800398,398.2247760378723
Luoyang,2002,0,0.7,0.22448979591836735,528.7539362675177,358.9698750922221
Luoyang,2003,0,0.7358571428571429,0.38827412152980006,437.7020239493989,303.6604734259495
Luoyang,2004,0,0.5286571428571428,,314.71018578087495,642.7808068011332
Luoyang,2005,0,0.6858,0.04166145898429363,605.9993462162437,702.623222632848
Luoyang,2006,0,0.4035142857142857,,654.0771892519688,1222.9212106889845
Luoyang,2007,0,0.4,,400.97019232272004,1066.9176514175442
Luoyang,2008,0,0.42857142857142855,,289.6092544923923,870.8586548308886
Luoyang,2009,0,0.5714285714285714,,484.40437246063215,733.937472228944
Luoyang,2010,0,0.7142857142857143,,295.48463456469347,965.4771784642735
Luoyang,2011,0,0.7142857142857143,,344.9625421973603,1184.76825799962
Luoyang,2012,0,0.7142857142857143,,377.1973518924253,910.701977977671
Luoyang,2013,0,0.7142857142857143,,416.49708654295705,620.9346932352228
Luoyang,2014,0,0.7142857142857143,,538.6579380491202,637.6917506905429
Luoyang,2015,0,0.7142857142857143,,625.7403040522361,626.0847314924467
Luoyang,2016,0,0.7142857142857143,,562.2139195262345,526.1823495711269
Luoyang,2017,0,0.7142857142857143,,523.0624830203443,756.6289598528965
Ma Yang,1992,0,0.43,1.0,987.505982760015,
Ma Yang,1993,0,0.32,1.0,959.1938700091315,643.4263428857876
Ma Yang,1994,0,0.64,1.0,841.3371092476353,710.6444034910924
Ma Yang,1995,0,0.5700000000000001,1.0,659.2490789967804,1003.1611059604347
Ma Yang,1996,0,0.55,1.0,839.2436749351455,694.3183006954018
Ma Yang,1997,0,0.4372,1.0,906.3963774982449,686.8798854471715
Ma Yang,1998,0,0.604,1.0,820.28826929231,498.08672926585473
Ma Yang,1999,0,,,557.9950901626388,452.20109928406646
Ma Yang,2000,0,,,555.4588259029698,533.8081174976221
Ma Yang,2001,0,,,585.971062800398,398.2247760378723
Ma Yang,2002,0,,,528.7539362675177,358.9698750922221
Ma Yang,2003,0,,,437.7020239493989,303.6604734259495
Ma Yang,2004,0,,,314.71018578087495,642.7808068011332
Ma Yang,2005,0,,,605.9993462162437,702.623222632848
Ma Yang,2006,0,,,654.0771892519688,1222.9212106889845
Ma Yang,2007,0,,,400.97019232272004,1066.9176514175442
Ma Yang,2008,0,,,289.6092544923923,870.8586548308886
Ma Yang,2009,0,,,484.40437246063215,733.937472228944
Ma Yang,2010,0,,,295.48463456469347,965.4771784642735
Ma Yang,2011,0,,,344.9625421973603,1184.76825799962
Ma Yang,2012,0,,,377.1973518924253,910.701977977671
Ma Yang,2013,0,,,416.49708654295705,620.9346932352228
Ma Yang,2014,0,,,538.6579380491202,637.6917506905429
Ma Yang,2015,0,,,625.7403040522361,626.0847314924467
Ma Yang,2016,0,,,562.2139195262345,526.1823495711269
Ma Yang,2017,0,,,523.0624830203443,756.6289598528965
Meizou Mingzhu,1992,0,,,987.505982760015,
Meizou Mingzhu,1993,0,,,959.1938700091315,643.4263428857876
Meizou Mingzhu,1994,0,,,841.3371092476353,710.6444034910924
Meizou Mingzhu,1995,0,,,659.2490789967804,1003.1611059604347
Meizou Mingzhu,1996,0,,,839.2436749351455,694.3183006954018
Meizou Mingzhu,1997,0,,,906.3963774982449,686.8798854471715
Meizou Mingzhu,1998,0,,,820.28826929231,498.08672926585473
Meizou Mingzhu,1999,0,,,557.9950901626388,452.20109928406646
Meizou Mingzhu,2000,0,0.9216666666666667,1.0,555.4588259029698,533.8081174976221
Meizou Mingzhu,2001,0,0.9941666666666666,1.0,585.971062800398,398.2247760378723
Meizou Mingzhu,2002,0,0.8733333333333333,1.0,528.7539362675177,358.9698750922221
Meizou Mingzhu,2003,0,1.0,1.0,437.7020239493989,303.6604734259495
Meizou Mingzhu,2004,0,0.9726875,1.0,314.71018578087495,642.7808068011332
Meizou Mingzhu,2005,0,1.0,1.0,605.9993462162437,702.623222632848
Meizou Mingzhu,2006,0,1.0003125,1.0,654.0771892519688,1222.9212106889845
Meizou Mingzhu,2007,0,1.0,1.0,400.97019232272004,1066.9176514175442
Meizou Mingzhu,2008,0,1.0,1.0,289.6092544923923,870.8586548308886
Meizou Mingzhu,2009,0,1.0,1.0,484.40437246063215,733.937472228944
Meizou Mingzhu,2010,0,1.0,1.0,295.48463456469347,965.4771784642735
Meizou Mingzhu,2011,0,1.0,1.0,344.9625421973603,1184.76825799962
Meizou Mingzhu,2012,0,1.0,1.0,377.1973518924253,910.701977977671
Meizou Mingzhu,2013,0,0.625,1.0,416.49708654295705,620.9346932352228
Meizou Mingzhu,2014,0,0.625,1.0,538.6579380491202,637.6917506905429
Meizou Mingzhu,2015,0,0.8125,1.0,625.7403040522361,626.0847314924467
Meizou Mingzhu,2016,0,1.0,1.0,562.2139195262345,526.1823495711269
Meizou Mingzhu,2017,0,1.0,1.0,523.0624830203443,756.6289598528965
Ningbo Jintian,1992,0,,,987.505982760015,
Ningbo Jintian,1993,0,,,959.1938700091315,643.4263428857876
Ningbo Jintian,1994,0,,,841.3371092476353,710.6444034910924
Ningbo Jintian,1995,0,1.0,1.0,659.2490789967804,1003.1611059604347
Ningbo Jintian,1996,0,1.0,1.0,839.2436749351455,694.3183006954018
Ningbo Jintian,1997,0,1.0,1.0,906.3963774982449,686.8798854471715
Ningbo Jintian,1998,0,1.0,1.0,820.28826929231,498.08672926585473
Ningbo Jintian,1999,0,0.585,0.7435897435897436,557.9950901626388,452.20109928406646
Ningbo Jintian,2000,0,0.9055,0.44726670347874103,555.4588259029698,533.8081174976221
Ningbo Jintian,2001,0,0.756,0.006613756613756614,585.971062800398,398.2247760378723
Ningbo Jintian,2002,0,0.6566666666666666,0.4568527918781726,528.7539362675177,358.9698750922221
Ningbo Jintian,2003,0,0.8939666666666667,1.0,437.7020239493989,303.6604734259495
Ningbo Jintian,2004,0,0.9881428571428572,1.0,314.71018578087495,642.7808068011332
Ningbo Jintian,2005,0,1.0527368421052632,0.6999300069993001,605.9993462162437,702.623222632848
Ningbo Jintian,2006,0,1.0173083333333333,1.0,654.0771892519688,1222.9212106889845
Ningbo Jintian,2007,0,0.75,1.0,400.97019232272004,1066.9176514175442
Ningbo Jintian,2008,0,0.5215,1.0,289.6092544923923,870.8586548308886
Ningbo Jintian,2009,0,0.3,1.0,484.40437246063215,733.937472228944
Ningbo Jintian,2010,0,0.25,1.0,295.48463456469347,965.4771784642735
Ningbo Jintian,2011,0,0.3,1.0,344.9625421973603,1184.76825799962
Ningbo Jintian,2012,0,0.45,1.0,377.1973518924253,910.701977977671
Ningbo Jintian,2013,0,0.375,1.0,416.49708654295705,620.9346932352228
Ningbo Jintian,2014,0,0.3,1.0,538.6579380491202,637.6917506905429
Ningbo Jintian,2015,0,0.275,1.0,625.7403040522361,626.0847314924467
Ningbo Jintian,2016,0,0.3,1.0,562.2139195262345,526.1823495711269
Ningbo Jintian,2017,0,0.45,1.0,523.0624830203443,756.6289598528965
Qingyuan,1992,0,0.25,1.0,987.505982760015,
Qingyuan,1993,0,0.4,1.0,959.1938700091315,643.4263428857876
Qingyuan,1994,0,1.0,1.0,841.3371092476353,710.6444034910924
Qingyuan,1995,0,1.0,1.0,659.2490789967804,1003.1611059604347
Qingyuan,1996,0,1.0,1.0,839.2436749351455,694.3183006954018
Qingyuan,1997,0,1.0,1.0,906.3963774982449,686.8798854471715
Qingyuan,1998,0,1.0,1.0,820.28826929231,498.08672926585473
Qingyuan,1999,0,1.01,1.0,557.9950901626388,452.20109928406646
Qingyuan,2000,0,0.32999999999999996,1.0,555.4588259029698,533.8081174976221
Qingyuan,2001,0,0.37,1.0,585.971062800398,398.2247760378723
Qingyuan,2002,0,,,528.7539362675177,358.9698750922221
Qingyuan,2003,0,,,437.7020239493989,303.6604734259495
Qingyuan,2004,0,,,314.71018578087495,642.7808068011332
Qingyuan,2005,0,,,605.9993462162437,702.623222632848
Qingyuan,2006,0,,,654.0771892519688,1222.9212106889845
Qingyuan,2007,0,,,400.97019232272004,1066.9176514175442
Qingyuan,2008,0,,,289.6092544923923,870.8586548308886
Qingyuan,2009,0,,,484.40437246063215,733.937472228944
Qingyuan,2010,0,,,295.48463456469347,965.4771784642735
Qingyuan,2011,0,,,344.9625421973603,1184.76825799962
Qingyuan,2012,0,,,377.1973518924253,910.701977977671
Qingyuan,2013,0,,,416.49708654295705,620.9346932352228
Qingyuan,2014,0,,,538.6579380491202,637.6917506905429
Qingyuan,2015,0,,,625.7403040522361,626.0847314924467
Qingyuan,2016,0,,,562.2139195262345,526.1823495711269
Qingyuan,2017,0,,,523.0624830203443,756.6289598528965
Shancheng,1992,0,,,987.505982760015,
Shancheng,1993,0,,,959.1938700091315,643.4263428857876
Shancheng,1994,0,,,841.3371092476353,710.6444034910924
Shancheng,1995,0,,,659.2490789967804,1003.1611059604347
Shancheng,1996,0,,,839.2436749351455,694.3183006954018
Shancheng,1997,0,,,906.3963774982449,686.8798854471715
Shancheng,1998,0,,,820.28826929231,498.08672926585473
Shancheng,1999,0,,,557.9950901626388,452.20109928406646
Shancheng,2000,0,,,555.4588259029698,533.8081174976221
Shancheng,2001,0,0.9957777777777778,1.0,585.971062800398,398.2247760378723
Shancheng,2002,0,0.6388888888888888,1.0,528.7539362675177,358.9698750922221
Shancheng,2003,0,,,437.7020239493989,303.6604734259495
Shancheng,2004,0,,,314.71018578087495,642.7808068011332
Shancheng,2005,0,,,605.9993462162437,702.623222632848
Shancheng,2006,0,,,654.0771892519688,1222.9212106889845
Shancheng,2007,0,,,400.97019232272004,1066.9176514175442
Shancheng,2008,0,,,289.6092544923923,870.8586548308886
Shancheng,2009,0,,,484.40437246063215,733.937472228944
Shancheng,2010,0,,,295.48463456469347,965.4771784642735
Shancheng,2011,0,,,344.9625421973603,1184.76825799962
Shancheng,2012,0,,,377.1973518924253,910.701977977671
Shancheng,2013,0,,,416.49708654295705,620.9346932352228
Shancheng,2014,0,,,538.6579380491202,637.6917506905429
Shancheng,2015,0,,,625.7403040522361,626.0847314924467
Shancheng,2016,0,,,562.2139195262345,526.1823495711269
Shancheng,2017,0,,,523.0624830203443,756.6289598528965
Shandong Jinsheng,1992,0,,,987.505982760015,
Shandong Jinsheng,1993,0,,,959.1938700091315,643.4263428857876
Shandong Jinsheng,1994,0,,,841.3371092476353,710.6444034910924
Shandong Jinsheng,1995,0,,,659.2490789967804,1003.1611059604347
Shandong Jinsheng,1996,0,,,839.2436749351455,694.3183006954018
Shandong Jinsheng,1997,0,,,906.3963774982449,686.8798854471715
Shandong Jinsheng,1998,0,,,820.28826929231,498.08672926585473
Shandong Jinsheng,1999,0,,,557.9950901626388,452.20109928406646
Shandong Jinsheng,2000,0,,,555.4588259029698,533.8081174976221
Shandong Jinsheng,2001,0,,,585.971062800398,398.2247760378723
Shandong Jinsheng,2002,0,,,528.7539362675177,358.9698750922221
Shandong Jinsheng,2003,0,,,437.7020239493989,303.6604734259495
Shandong Jinsheng,2004,0,0.8440000000000001,1.0,314.71018578087495,642.7808068011332
Shandong Jinsheng,2005,0,0.69,1.0,605.9993462162437,702.623222632848
Shandong Jinsheng,2006,0,0.9590000000000001,1.0,654.0771892519688,1222.9212106889845
Shandong Jinsheng,2007,0,0.948,1.0,400.97019232272004,1066.9176514175442
Shandong Jinsheng,2008,0,0.8079999999999999,1.0,289.6092544923923,870.8586548308886
Shandong Jinsheng,2009,0,0.62,1.0,484.40437246063215,733.937472228944
Shandong Jinsheng,2010,0,0.75,1.0,295.48463456469347,965.4771784642735
Shandong Jinsheng,2011,0,0.715,1.0,344.9625421973603,1184.76825799962
Shandong Jinsheng,2012,0,0.5333333333333333,1.0,377.1973518924253,910.701977977671
Shandong Jinsheng,2013,0,0.3,1.0,416.49708654295705,620.9346932352228
Shandong Jinsheng,2014,0,0.575,1.0,538.6579380491202,637.6917506905429
Shandong Jinsheng,2015,0,0.525,1.0,625.7403040522361,626.0847314924467
Shandong Jinsheng,2016,0,0.575,1.0,562.2139195262345,526.1823495711269
Shandong Jinsheng,2017,0,0.625,1.0,523.0624830203443,756.6289598528965
Shanghai Dachang,1992,0,,,987.505982760015,
Shanghai Dachang,1993,0,,,959.1938700091315,643.4263428857876
Shanghai Dachang,1994,0,,,841.3371092476353,710.6444034910924
Shanghai Dachang,1995,0,,,659.2490789967804,1003.1611059604347
Shanghai Dachang,1996,0,,,839.2436749351455,694.3183006954018
Shanghai Dachang,1997,0,0.8,1.0,906.3963774982449,686.8798854471715
Shanghai Dachang,1998,0,0.6153846153846154,0.775,820.28826929231,498.08672926585473
Shanghai Dachang,1999,0,0.6923076923076923,1.0,557.9950901626388,452.20109928406646
Shanghai Dachang,2000,0,0.7228615384615384,1.0002979610947942,555.4588259029698,533.8081174976221
Shanghai Dachang,2001,0,0.7216307692307692,0.9998720845947213,585.971062800398,398.2247760378723
Shanghai Dachang,2002,0,0.8,1.0,528.7539362675177,358.9698750922221
Shanghai Dachang,2003,0,0.8215384615384616,0.6816479400749064,437.7020239493989,303.6604734259495
Shanghai Dachang,2004,0,0.9456307692307693,0.7402466404190935,314.71018578087495,642.7808068011332
Shanghai Dachang,2005,0,0.9361384615384615,0.17748853719863927,605.9993462162437,702.623222632848
Shanghai Dachang,2006,0,0.8935882352941177,0.3620564808110065,654.0771892519688,1222.9212106889845
Shanghai Dachang,2007,0,0.9117647058823529,0.3064516129032258,400.97019232272004,1066.9176514175442
Shanghai Dachang,2008,0,0.6602941176470588,0.3318485523385301,289.6092544923923,870.8586548308886
Shanghai Dachang,2009,0,0.5588235294117647,0.5,484.40437246063215,733.937472228944
Shanghai Dachang,2010,0,0.6911764705882353,0.6,295.48463456469347,965.4771784642735
Shanghai Dachang,2011,0,0.7352941176470589,0.5,344.9625421973603,1184.76825799962
Shanghai Dachang,2012,0,0.5147058823529411,0.2857142857142857,377.1973518924253,910.701977977671
Shanghai Dachang,2013,0,0.4852941176470588,0.09090909090909091,416.49708654295705,620.9346932352228
Shanghai Dachang,2014,0,0.538235294117647,0.0546448087431694,538.6579380491202,637.6917506905429
Shanghai Xinye,1992,0,0.9375,0.05333333333333334,987.505982760015,
Shanghai Xinye,1993,0,0.9375,0.47866666666666663,959.1938700091315,643.4263428857876
Shanghai Xinye,1994,0,0.9383125,0.5128888296809432,841.3371092476353,710.6444034910924
Shanghai Xinye,1995,0,1.0262499999999999,0.194884287454324,659.2490789967804,1003.1611059604347
Shanghai Xinye,1996,0,1.055294117647059,0.2229654403567447,839.2436749351455,694.3183006954018
Shanghai Xinye,1997,0,0.8247727272727272,0.48222650868007716,906.3963774982449,686.8798854471715
Shanghai Xinye,1998,0,0.628,0.552547770700637,820.28826929231,498.08672926585473
Shanghai Xinye,1999,0,0.44,0.09090909090909091,557.9950901626388,452.20109928406646
Shanghai Xinye,2000,0,0.66766,0.4598148758350058,555.4588259029698,533.8081174976221
Shanghai Xinye,2001,0,0.46596,0.23607176581680833,585.971062800398,398.2247760378723
Shanghai Xinye,2002,0,0.505,0.0297029702970297,528.7539362675177,358.9698750922221
Shanghai Xinye,2003,0,0.485,0.14432989690721648,437.7020239493989,303.6604734259495
Shanghai Xinye,2004,0,0.60045,0.18319593638104753,314.71018578087495,642.7808068011332
Shanghai Xinye,2005,0,0.55567,0.2519480986916695,605.9993462162437,702.623222632848
Shanghai Xinye,2006,0,0.59067,0.24548394196421014,654.0771892519688,1222.9212106889845
Shanghai Xinye,2007,0,0.524,0.2557251908396947,400.97019232272004,1066.9176514175442
Shanghai Xinye,2008,0,0.6409999999999999,0.390015600624025,289.6092544923923,870.8586548308886
Shanghai Xinye,2009,0,0.52,0.23076923076923078,484.40437246063215,733.937472228944
Shanghai Xinye,2010,0,0.54,,295.48463456469347,965.4771784642735
Shanghai Xinye,2011,0,0.62,0.2709677419354839,344.9625421973603,1184.76825799962
Shanghai Xinye,2012,0,0.57,0.3473684210526316,377.1973518924253,910.701977977671
Shanghai Xinye,2013,0,0.55,0.09090909090909091,416.49708654295705,620.9346932352228
Shanghai Xinye,2014,0,0.6,0.08333333333333333,538.6579380491202,637.6917506905429
Shanghai Xinye,2015,0,0.6,0.08333333333333333,625.7403040522361,626.0847314924467
Shanghai Xinye,2016,0,0.7,0.21428571428571427,562.2139195262345,526.1823495711269
Shanghai Xinye,2017,0,0.7,0.21428571428571427,523.0624830203443,756.6289598528965
Shenyang,1992,0,0.7571428571428571,0.18867924528301888,987.505982760015,
Shenyang,1993,0,0.7571428571428571,0.1490566037735849,959.1938700091315,643.4263428857876
Shenyang,1994,0,0.7525142857142857,0.05505353481661477,841.3371092476353,710.6444034910924
Shenyang,1995,0,0.7228571428571429,,659.2490789967804,1003.1611059604347
Shenyang,1996,0,1.0031428571428571,,839.2436749351455,694.3183006954018
Shenyang,1997,0,0.7599,,906.3963774982449,686.8798854471715
Shenyang,1998,0,0.7714285714285715,,820.28826929231,498.08672926585473
Shenyang,1999,0,0.4757714285714286,,557.9950901626388,452.20109928406646
Shenyang,2000,0,0.3542857142857143,,555.4588259029698,533.8081174976221
Shenyang,2001,0,,,585.971062800398,398.2247760378723
Shenyang,2002,0,,,528.7539362675177,358.9698750922221
Shenyang,2003,0,,,437.7020239493989,303.6604734259495
Shenyang,2004,0,,,314.71018578087495,642.7808068011332
Shenyang,2005,0,,,605.9993462162437,702.623222632848
Shenyang,2006,0,,,654.0771892519688,1222.9212106889845
Shenyang,2007,0,,,400.97019232272004,1066.9176514175442
Shenyang,2008,0,,,289.6092544923923,870.8586548308886
Shenyang,2009,0,,,484.40437246063215,733.937472228944
Shenyang,2010,0,,,295.48463456469347,965.4771784642735
Shenyang,2011,0,,,344.9625421973603,1184.76825799962
Shenyang,2012,0,,,377.1973518924253,910.701977977671
Shenyang,2013,0,,,416.49708654295705,620.9346932352228
Shenyang,2014,0,,,538.6579380491202,637.6917506905429
Shenyang,2015,0,,,625.7403040522361,626.0847314924467
Shenyang,2016,0,,,562.2139195262345,526.1823495711269
Shenyang,2017,0,,,523.0624830203443,756.6289598528965
Shenyang Xinghe,1992,0,,,987.505982760015,
Shenyang Xinghe,1993,0,,,959.1938700091315,643.4263428857876
Shenyang Xinghe,1994,0,,,841.3371092476353,710.6444034910924
Shenyang Xinghe,1995,0,,,659.2490789967804,1003.1611059604347
Shenyang Xinghe,1996,0,,,839.2436749351455,694.3183006954018
Shenyang Xinghe,1997,0,,,906.3963774982449,686.8798854471715
Shenyang Xinghe,1998,0,,,820.28826929231,498.08672926585473
Shenyang Xinghe,1999,0,,,557.9950901626388,452.20109928406646
Shenyang Xinghe,2000,0,,,555.4588259029698,533.8081174976221
Shenyang Xinghe,2001,0,,,585.971062800398,398.2247760378723
Shenyang Xinghe,2002,0,,,528.7539362675177,358.9698750922221
Shenyang Xinghe,2003,0,,,437.7020239493989,303.6604734259495
Shenyang Xinghe,2004,0,,,314.71018578087495,642.7808068011332
Shenyang Xinghe,2005,0,,,605.9993462162437,702.623222632848
Shenyang Xinghe,2006,0,,,654.0771892519688,1222.9212106889845
Shenyang Xinghe,2007,0,,,400.97019232272004,1066.9176514175442
Shenyang Xinghe,2008,0,,,289.6092544923923,870.8586548308886
Shenyang Xinghe,2009,0,,,484.40437246063215,733.937472228944
Shenyang Xinghe,2010,0,,,295.48463456469347,965.4771784642735
Shenyang Xinghe,2011,0,,,344.9625421973603,1184.76825799962
Shenyang Xinghe,2012,0,0.4,1.0,377.1973518924253,910.701977977671
Shenyang Xinghe,2013,0,0.5,1.0,416.49708654295705,620.9346932352228
Shenyang Xinghe,2014,0,0.18,1.0,538.6579380491202,637.6917506905429
Shenyang Xinghe,2015,0,0.3,1.0,625.7403040522361,626.0847314924467
Shenyang Xinghe,2016,0,0.5,1.0,562.2139195262345,526.1823495711269
Shenyang Xinghe,2017,0,0.6,1.0,523.0624830203443,756.6289598528965
Shuanglong,1992,0,,,987.505982760015,
Shuanglong,1993,0,,,959.1938700091315,643.4263428857876
Shuanglong,1994,0,,,841.3371092476353,710.6444034910924
Shuanglong,1995,0,,,659.2490789967804,1003.1611059604347
Shuanglong,1996,0,,,839.2436749351455,694.3183006954018
Shuanglong,1997,0,,,906.3963774982449,686.8798854471715
